"id"	"Uniprot"	"Symbol"	"iBAQ.Pet309_1"	"iBAQ.Pet309_2"	"iBAQ.Pet309_3"	"iBAQ.Kgd4_1"	"iBAQ.Kgd4_2"	"iBAQ.Kgd4_3"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
100	"P53921"	"YNL122C"	21.2559759680912	18.4405042311886	19.2710252506166	21.5607619661864	20.0294490033761	22.0619064289179	-1.56153731619465	-1.50867013247577	-1.90355562044218	0.205880280244129	0.097565585717565	0.178959987335068	0.096168612066266	4	3.19307287071189	0.260826814183617	1.60696866375417	1.0094036039735	"Not Significant"	"Not Significant"	1.01070334389671	0.686385249260045
101	"P42844"	"ZIM17"	16.0514289174373	19.0495826981883	17.7826399470286	21.4689143408143	22.8727688026717	22.2234962258632	-4.56050926889834	-4.75567664006369	-5.9444678897366	0.00893353200323694	0.000517265881443753	0.016325619878108	0.00188648019310028	4	3.19307287071189	0.260826814183617	1.37940980892023	0.882860270450218	"Significant"	"Significant"	3.28628616645729	2.04897680245019
104	"P53166"	"MRH4"	19.0524513025728	18.7539153070781	17.3588743728387	19.5278931198242	19.0262640660697	18.7183656400412	-0.702427281148507	-1.22636311529738	-1.37856826434103	0.287317172630297	0.209375380079972	0.22683090854302	0.180862978539132	4	3.19307287071189	0.260826814183617	0.492102804548535	0.389437211726846	"Not Significant"	"Not Significant"	0.67907438724184	0.541638415930449
105	"P48237"	"CCM1"	19.5940475397474	19.3610613468805	19.1369861071626	20.8941546076811	23.5020315003502	23.7374800745121	-3.34719039625096	-3.63596541766332	-4.51969981420949	0.0220431759824811	0.00255206906504184	0.0301355303453518	0.00517080707463432	4	3.19307287071189	0.260826814183617	1.27119625508337	0.822683733505919	"Significant"	"Significant"	2.59310757675311	1.65672583212988
106	"P40496"	"RSM25"	22.1179423467901	21.5614147482851	21.8816636634979	22.746549583758	23.3342907461698	23.1875677392539	-1.23579577020285	-5.16718623420882	-3.74317628237657	0.00666489514792829	0.00688335677980822	0.0146435441408714	0.0102047786670985	4	3.19307287071189	0.260826814183617	0.0857978566666425	0.163494861254492	"Not Significant"	"Not Significant"	2.16219971940657	2.17620667851334
108	"Q3E785"	"SDH6"	19.7590136639548	18.2883434205997	19.3650408436661	21.194663086199	21.0467350189591	20.5757940417632	-1.80159807290027	-3.77301822579502	-3.98901478242422	0.0195533785998188	0.00497898156011006	0.0274526701661043	0.00843432864250561	4	3.19307287071189	0.260826814183617	0.342002491657895	0.305967843022516	"Significant"	"Significant"	2.30285948215139	1.70877819067304
109	"Q03429"	"MZM1"	22.6873107486696	22.7995836061186	22.5925199975843	23.2275560147503	23.9625225609598	23.5248028080089	-0.878489010448814	-3.9627815205172	-2.71732491518794	0.0166388546743393	0.029113538524082	0.0249491229130226	0.0344732868762736	4	3.19307287071189	0.260826814183617	0.0737163234386103	0.156776434543023	"Not Significant"	"Not Significant"	1.53590500623799	1.7788765714187
111	"P25039"	"MEF1"	17.1878546399093	15.7913155358517	16.5087387465409	19.7205214982645	20.5173964274886	20.0525839702855	-3.6008643245789	-7.74828311510235	-8.10688084533735	0.0014947856457321	7.21405775897459e-05	0.00624377643182878	0.000505958256910132	4	3.19307287071189	0.260826814183617	0.323961807295401	0.295935588553943	"Significant"	"Significant"	4.14182038484777	2.82542108128619
113	"P36517"	"MRPL4"	22.2184201533865	22.05695517469	22.193069296766	22.9460131352223	21.9548239216245	22.6565025504593	-0.362964994154537	-1.21595346556726	-1.01955374300018	0.29085287224193	0.341000769887385	0.227794405758814	0.266895286196983	4	3.19307287071189	0.260826814183617	0.133655499459287	0.190108045162308	"Not Significant"	"Not Significant"	0.467244640487076	0.53632664308218
118	"P47127"	"AIM24"	18.3739016926539	18.588458452497	18.3143354102359	21.0880946278528	21.9198715161996	21.0034685008898	-2.91157969651848	-9.57742935613131	-8.11967061529873	0.000664098524559806	7.13983725995697e-05	0.00429972586511607	0.000505958256910132	4	3.19307287071189	0.260826814183617	0.138627920609618	0.192873161679104	"Significant"	"Significant"	4.14631168709051	3.17776748464031
119	"Q08223"	"AIM39"	16.4822565069383	17.6373447452934	15.9349412451215	16.015489039876	17.9872084885657	18.0509645900956	-0.666373207061365	-0.797517695445648	-0.976766954191258	0.469813120156937	0.360383841641326	0.335048555210001	0.277284366872497	4	3.19307287071189	0.260826814183617	1.04723863766385	0.698143014152771	"Not Significant"	"Not Significant"	0.443234689511305	0.328074859137391
124	"P00044"	"CYC1"	24.3113281387721	24.6300093255	23.5762324421916	24.1895597661125	25.1705846524969	23.7903453146324	-0.210973275592655	-0.409435563258468	-0.444931340930584	0.703196171400662	0.669450690477154	0.450545816774167	0.439118989562403	4	3.19307287071189	0.260826814183617	0.398267644788791	0.337256364155114	"Not Significant"	"Not Significant"	0.174281406168524	0.152923502473665
127	"P00128"	"QCR7"	20.60620999841	19.193688978836	16.0480185010686	23.2408611923817	22.8812155519736	22.2318973324245	-4.16868553282173	-3.022668244848	-3.9131121070609	0.0390606980863918	0.00549732304255514	0.0466165771123743	0.00850821911870584	4	3.19307287071189	0.260826814183617	2.85304460995619	1.70233468842041	"Significant"	"Significant"	2.25984874157222	1.40825999933903
128	"P00175"	"CYB2"	24.2423449228805	24.1740186430019	23.8540518832178	24.0186070260911	24.519053579814	23.8576628989058	-0.0416360185702493	-0.17920921268082	-0.127162845014611	0.866484866329386	0.90229359830085	0.510108351178743	0.546625391029199	4	3.19307287071189	0.260826814183617	0.0809671742116802	0.160808564289737	"Not Significant"	"Not Significant"	0.0446521239051745	0.0622390180937855
132	"P00359"	"TDH3"	20.8070341141789	20.6763324562775	20.5156651932318	22.7416825818866	23.24678698069	22.7014883781785	-2.23030872568897	-11.458935825553	-7.11520079311004	0.000331009070999956	0.000168010177758676	0.00296416253681123	0.000814400081420739	4	3.19307287071189	0.260826814183617	0.0568241112074898	0.147382834597776	"Significant"	"Significant"	3.77466440868755	3.48016010461931
135	"P00410"	"COX2"	21.1506596275704	21.1434529712645	20.4713973799472	22.5958921127987	23.9911834256214	22.5590353331743	-2.12686696427077	-4.07128800866002	-4.44497409052394	0.015206841066374	0.00279678678907834	0.0234019405309034	0.00548384071271068	4	3.19307287071189	0.260826814183617	0.409362690275382	0.343426214335149	"Significant"	"Significant"	2.5533406404773	1.81796099304276
136	"P00427"	"COX6"	17.9685993002691	16.6468118120815	16.8900029644106	19.9179867862994	20.0348311959303	18.9488919018877	-2.46543193578536	-4.63097023310401	-5.0879592625352	0.00980008285689282	0.00130615326765083	0.0174396561319325	0.00340255004654623	4	3.19307287071189	0.260826814183617	0.425141318135745	0.352200560511793	"Significant"	"Significant"	2.88400585875046	2.00877025245656
138	"P00447"	"SOD2"	17.6212792306837	16.4164493489212	16.9222881408345	22.1695299223116	22.8033727993977	21.4420241909859	-5.1516367307519	-9.79378963775545	-10.7174210126804	0.000609186607231161	1.11235103338915e-05	0.00417530348101166	0.00019645397157088	4	3.19307287071189	0.260826814183617	0.415030657220807	0.346578117310303	"Significant"	"Significant"	4.95375813738874	3.21524965305356
140	"P00560"	"PGK1"	11.9103429185315	13.4080643199147	16.83321188895	18.5434019347701	18.7974082214828	15.1705510353167	-3.45324735472445	-1.84871373119428	-2.43122759697218	0.138195315013462	0.0444267046024795	0.126933913121638	0.049700975892144	4	3.19307287071189	0.260826814183617	5.23368163318477	3.02618449003821	"Not Significant"	"Significant"	1.3523558998142	0.859506679814857
141	"P00830"	"ATP2"	24.9037557320605	24.6453743414894	24.3274539641549	25.7572778886157	26.1910482170157	25.5775871802495	-1.21644308272541	-4.92806711812624	-3.64997954353722	0.00788373619532066	0.00780083926760765	0.015752549746054	0.0112007222808788	4	3.19307287071189	0.260826814183617	0.0913948274260679	0.166607283920034	"Not Significant"	"Not Significant"	2.10785867042708	2.10326791646177
143	"P00890"	"CIT1"	22.2327757390767	21.9410232409345	21.5756094122466	24.1466258502287	24.3155492798746	23.8958747773599	-2.20288050506852	-9.75424107799155	-6.78046230519177	0.000618790560151015	0.000228250246338727	0.00417530348101166	0.00104054216659922	4	3.19307287071189	0.260826814183617	0.0765043567647539	0.158326833587357	"Significant"	"Significant"	3.64158874508176	3.20845632022412
144	"P00924"	"ENO1"	20.1685203279123	18.5015650992984	19.9970030152728	18.9626814101744	20.1714553701199	19.6985283338345	-0.0551922238817794	-0.0868408992167752	-0.100463942994313	0.93497145106857	0.922719039699405	0.531407453486842	0.549865505524086	4	3.19307287071189	0.260826814183617	0.60589647051865	0.452716796413635	"Not Significant"	"Not Significant"	0.0349305179158665	0.0292016499110925
145	"P00925"	"ENO2"	16.7785391944623	16.0693560108106	16.4468055233148	16.576440059064	16.7076095147412	15.9134987991227	0.0323841185532409	0.101212327552156	0.0884273457172344	0.924252321857114	0.931948777146345	0.531407453486842	0.553556669689475	4	3.19307287071189	0.260826814183617	0.153563709994367	0.201178813326573	"Not Significant"	"Not Significant"	0.0306079571889673	0.0342094497421794
146	"P00927"	"ILV1"	19.9527639938387	19.7408677579973	19.2571852441458	20.2644196913963	20.4736780076561	20.3989524000819	-0.728744367717525	-3.393384111117	-2.27249784105878	0.0274441830967254	0.0562778963219644	0.0346380331572799	0.0586419261789156	4	3.19307287071189	0.260826814183617	0.0691792162542755	0.154253392018147	"Not Significant"	"Not Significant"	1.24966214494088	1.5615496918951
148	"P00950"	"GPM1"	18.8110861457189	18.8989437884612	17.4521768789381	21.6198832299646	21.5612748912697	21.0395911318406	-3.01951414665225	-5.99928755280411	-6.46620534314309	0.0038842272153817	0.000307593720658732	0.0113571952532185	0.00127477403603591	4	3.19307287071189	0.260826814183617	0.379984637715334	0.327089356311832	"Significant"	"Significant"	3.51202253464141	2.41069537312546
149	"P01097"	"INH1"	18.8879821330585	20.1364604941614	19.3524874732381	23.3681302132805	23.5493372151286	23.2203848229449	-3.92030738363199	-10.4116645325353	-9.9247087707748	0.000480643448796436	1.87375698340285e-05	0.00364040722310269	0.000213551045668641	4	3.19307287071189	0.260826814183617	0.212662623411738	0.234043161834986	"Significant"	"Significant"	4.72728673554584	3.31817697277549
150	"P01098"	"STF1"	19.8635541257384	19.477082319055	16.1713319269534	22.3450543372289	22.8286928000153	22.9169414830684	-4.19290674952195	-3.53813947774156	-4.52621425201796	0.0240536430631648	0.00253187690440455	0.0316446991031831	0.00517080707463432	4	3.19307287071189	0.260826814183617	2.10654998148045	1.28721606421448	"Significant"	"Significant"	2.59655741280847	1.61881913790097
151	"P01120"	"RAS2"	20.0101784040205	20.2347940469963	18.3868392315863	19.4645138432437	20.7230075951966	19.6960506129779	-0.41725345627167	-0.597001837303919	-0.706469665309065	0.58265582764229	0.502132399742594	0.388663772565668	0.354900784534409	4	3.19307287071189	0.260826814183617	0.732722974866417	0.523243819635751	"Not Significant"	"Not Significant"	0.299181755173249	0.234587905435455
155	"P02381"	"VAR1"	18.7543068738254	18.7170940123018	18.8939176924919	20.1849528051242	20.9394816509674	19.7139771342515	-1.49103100390804	-4.13084529847534	-3.85446100666463	0.0144839357423687	0.00593803234137864	0.0226874812000298	0.00887546566987312	4	3.19307287071189	0.260826814183617	0.195427981156835	0.224459139782281	"Not Significant"	"Not Significant"	2.22635744135701	1.83911341058774
158	"P02992"	"TUF1"	22.1327632825642	21.6439882664047	21.1989845123591	23.1894391154781	23.9210709301866	23.5042157476121	-1.87966324398292	-5.48093767976369	-4.97774783863756	0.00539528156230622	0.00148200988248446	0.0127389725870348	0.00370924138812478	4	3.19307287071189	0.260826814183617	0.17641748607437	0.213887582716666	"Significant"	"Significant"	2.82914890034174	2.26798588596436
159	"P02994"	"TEF1"	20.8928214533824	21.3565981168505	20.9599255448839	21.7878770590416	22.2691654970905	21.5684367600262	-0.805378067013852	-3.18941913828276	-2.39959967351951	0.0332346539229713	0.0465663648803653	0.0407730161356092	0.0514632030631725	4	3.19307287071189	0.260826814183617	0.0956461875336474	0.168971425189832	"Not Significant"	"Not Significant"	1.33192766316275	1.47840883923455
160	"P03874"	"CBP2"	14.3998677840941	16.7160158716085	15.2190550490032	16.3077522470789	21.9336949766693	15.7026867595395	-2.53639842619397	-1.20979701216486	-1.59730728566768	0.292963260870556	0.153080575692369	0.228427485227124	0.143888729336991	4	3.19307287071189	0.260826814183617	6.59327505712353	3.78224157349951	"Not Significant"	"Not Significant"	0.815079913186831	0.533186839037029
163	"P04037"	"COX4"	22.277901455648	22.9839670731217	22.7173074228477	25.8678531519856	26.6356105241455	25.9742129067327	-3.49950021041545	-11.0635513882836	-9.60203974711946	0.000379561118714728	2.34151096081343e-05	0.00317088242616737	0.000251163018749362	4	3.19307287071189	0.260826814183617	0.150077018127377	0.199239896855318	"Significant"	"Significant"	4.63050380490746	3.42071828199946
167	"P04710"	"AAC1"	20.9288248413787	20.9127636421225	20.9055104054522	21.9982777700755	22.5056943038271	22.36527584682	-1.37404967725639	-9.0741373816216	-4.58169677914109	0.000817636992409793	0.00236684985764587	0.00434674644829274	0.00507762009336331	4	3.19307287071189	0.260826814183617	0.0343942170511042	0.134909781948628	"Not Significant"	"Not Significant"	2.62582929089392	3.0874394679481
