"id"	"Uniprot"	"Symbol"	"iBAQ.Cbp3_1"	"iBAQ.Cbp3_2"	"iBAQ.Cbp3_3"	"iBAQ.Kgd4_1"	"iBAQ.Kgd4_2"	"iBAQ.Kgd4_3"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
85	"P38325"	"OM14"	24.0754517289129	22.6196593862626	23.9973993434978	23.2256158018754	23.1248041296928	23.13131942604	0.403590367021704	0.851612295716356	0.722684670422095	0.44241170754654	0.484905841970455	0.163543059624587	0.171794742592527	4	7.03710626899637	0.542236122091974	0.336890679865125	0.467816093065463	"Not Significant"	"Not Significant"	0.31434258362989	0.354173388810993
86	"Q04689"	"AIM32"	18.8306513692552	16.4921504962925	19.0894401359159	20.9241194919829	21.198504992627	21.0311330964874	-2.91383852654454	-3.51121177603644	-4.20546428217898	0.024644897062406	0.00146124274830847	0.0209006518026763	0.0022912936836427	4	7.03710626899637	0.542236122091974	1.03301867473518	0.720102508690727	"Significant"	"Significant"	2.83527763109267	1.60827299148055
87	"Q04728"	"ARG7"	19.1403604831306	18.1994039614218	19.6056495143311	20.2506083848867	21.0159050150475	20.7307387865238	-1.68394607585815	-3.58252905092858	-3.02175908060875	0.0231154116135032	0.0115784350543687	0.0205077672689194	0.00883468374077669	4	7.03710626899637	0.542236122091974	0.331411960498441	0.465830529373982	"Significant"	"Significant"	1.93635013604734	1.63609836872464
88	"Q03153"	"ATP25"	17.2023725693039	15.2234738359439	15.0451470577663	15.7319818819629	14.8798703816748	17.8697263669295	-0.336861722517723	-0.299068586965658	-0.405451927744772	0.779782303375482	0.692893968458568	0.254996001364212	0.231539567358498	4	7.03710626899637	0.542236122091974	1.90306223740243	1.03541833204607	"Not Significant"	"Not Significant"	0.15933321912057	0.108026625051579
90	"P32843"	"YME2"	15.1145150638353	14.1240405134734	16.9118864022272	15.4019794452621	16.0151318869856	16.2563929949064	-0.507687449206062	-0.594025720331796	-0.721448530173858	0.584460844855901	0.485636203025278	0.201455115486673	0.171794742592527	4	7.03710626899637	0.542236122091974	1.09565446793593	0.74280258665471	"Not Significant"	"Not Significant"	0.313688945104042	0.233244578484376
91	"Q08230"	"SDH5"	18.2884335467931	17.473261814179	15.9191525977092	19.7750379345596	20.2967011627767	18.2514639182047	-2.21411835228655	-2.38834314143146	-3.00761021495064	0.0753031854666793	0.0118753755789822	0.0431549756576195	0.00883468374077669	4	7.03710626899637	0.542236122091974	1.28913819330261	0.812923765395259	"Not Significant"	"Significant"	1.92535264618309	1.12318665193556
92	"P32875"	"LIP5"	17.0759804624163	15.4466956307098	18.1167500682186	20.8878483016598	21.6192563800564	20.7190846174592	-4.19558771261025	-5.08775002866934	-6.07522282305176	0.00704250550733665	7.90206834958306e-05	0.0103305773720536	0.000426662027629601	4	7.03710626899637	0.542236122091974	1.02005910790641	0.715405782388407	"Significant"	"Significant"	4.10225921817287	2.15227280471777
93	"Q08622"	"GEP3"	15.5337251537256	16.8964175080884	17.6143935298366	17.5629429678458	17.7234743033961	17.8883389561051	-1.04340667856549	-1.6901064746802	-1.7185807772864	0.166272137094241	0.113576552666591	0.0785279782892815	0.0534476975383976	4	7.03710626899637	0.542236122091974	0.571702843697873	0.552915269646681	"Not Significant"	"Not Significant"	0.944711317379959	0.779180521195675
94	"Q12032"	"AIM41"	19.8924064428886	16.3308335776503	18.0141076711999	21.8080953384603	21.7824879787304	22.1784934410445	-3.84390968883213	-3.7082687401803	-4.88219168411236	0.0206853036769696	0.000480468558911534	0.0190131253572603	0.00126385478906743	4	7.03710626899637	0.542236122091974	1.61174083679978	0.929839426306626	"Significant"	"Significant"	3.31833502659686	1.68433809892781
96	"P47025"	"MDV1"	16.7408348261453	16.2822432800739	14.9285646384669	17.8999148699053	16.1625720753318	17.0203072070945	-1.04371713588185	-1.41056777624661	-1.59369319262044	0.231194032491667	0.139218128143183	0.100374488937995	0.0634760778493894	4	7.03710626899637	0.542236122091974	0.821237873884271	0.643350216671646	"Not Significant"	"Not Significant"	0.856304209840793	0.636023379980691
97	"P40033"	"RSM18"	22.3834258638007	20.195444301902	22.7736825302646	22.9633342732525	23.1576146227574	22.8314595682134	-1.199951922752	-1.48528892310553	-1.75587620617261	0.211647464785588	0.106784500213746	0.094709340612052	0.0504830165297653	4	7.03710626899637	0.542236122091974	0.979032404562961	0.700537137530401	"Not Significant"	"Not Significant"	0.971491780642238	0.674386929345529
98	"P40047"	"ALD5"	19.2266803023217	17.2222717742491	19.2947957267933	17.7004939048879	19.8562005763339	18.0727920692741	0.0380870842894047	0.0400437868819724	0.050971490216283	0.969977188493419	0.960259023452245	0.292792137272531	0.292917533968821	4	7.03710626899637	0.542236122091974	1.35698932265884	0.837513953331321	"Not Significant"	"Not Significant"	0.0176116031244053	0.013238479164605
101	"P42844"	"ZIM17"	18.5285550885244	18.1347571940333	16.9640926350164	21.4689143408143	22.8727688026717	22.2234962258632	-4.31259148392502	-6.9479491148158	-7.08882129498283	0.00225428121972171	1.98626838715612e-05	0.00628868796600091	0.000156744167766202	4	7.03710626899637	0.542236122091974	0.577902592516383	0.555162144386277	"Significant"	"Significant"	4.70196206944297	2.64699190703211
