"iBAQ.Pet309_1"	"iBAQ.Pet309_2"	"iBAQ.Pet309_3"	"iBAQ.Kgd41_1"	"iBAQ.Kgd41_2"	"iBAQ.Kgd41_3"	"id"	"Uniprot"	"Symbol"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"gene"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
256500	102610	121450	990630	1074200	506040	136	"P00427"	"COX6"	-2.46543193578536	-4.63097023310401	-5.1337180314453	0.00980008285689282	0.00109971452829013	0.016023468700918	0.00257116439568326	4	3.47859151287114	0.254888530478237	0.425141318135745	0.345949948856012	"COX6"	"Significant"	"Significant"	2.95872003745868	2.00877025245656
201620	0	0	4717300	7319800	2849000	138	"P00447"	"SOD2"	-5.37994950046659	-8.10026556938008	-9.58602510598166	0.00126260647149447	1.83236584288197e-05	0.00569122446845594	0.000175293711824813	4	3.47859151287114	0.254888530478237	0.661681728268651	0.472465969807714	"SOD2"	"Significant"	"Significant"	4.7369878125007	2.89873198902487
3849.2	10870	0	382050	455600	36880	140	"P00560"	"PGK1"	-3.68541321446672	-2.16527666494119	-2.8879511574445	0.096318082242941	0.0217674065303747	0.0898253221506929	0.0247395684240019	4	3.47859151287114	0.254888530478237	4.34547089431708	2.44277771083991	"PGK1"	"Not Significant"	"Significant"	1.66219331173257	1.01629217309206
31389000	26242000	21052000	56717000	76611000	50075000	141	"P00830"	"ATP2"	-1.21644308272541	-4.92806711812624	-3.64086740279446	0.00788373619532066	0.00738532280469816	0.0149773692847326	0.00974755558646193	4	3.47859151287114	0.254888530478237	0.0913948274260679	0.167442276583618	"ATP2"	"Not Significant"	"Not Significant"	2.13163051738178	2.10326791646177
4928700	4026300	3125400	18572000	20879000	15609000	143	"P00890"	"CIT1"	-2.20288050506852	-9.75424107799155	-6.75594702463996	0.000618790560151015	0.000196072220988598	0.00401646397437056	0.000764037545835138	4	3.47859151287114	0.254888530478237	0.0765043567647539	0.159477958363703	"CIT1"	"Significant"	"Significant"	3.70758393170673	3.20845632022412
1178500	371130	1046400	510900	1180900	850840	144	"P00924"	"ENO1"	-0.0551922238817794	-0.0868408992167752	-0.101602350774156	0.93497145106857	0.921743185438421	0.512562517234881	0.513110058369467	4	3.47859151287114	0.254888530478237	0.60589647051865	0.442628662793958	"ENO1"	"Not Significant"	"Not Significant"	0.0353900645028933	0.0292016499110925
112420	0	0	97725	0	0	145	"P00925"	"ENO2"	-0.202882198616833	-0.472187224458123	-0.481173436576076	0.66140095812119	0.644154191059162	0.406537954472728	0.394924609728653	4	3.47859151287114	0.254888530478237	0.276917676616478	0.266671041182467	"ENO2"	"Not Significant"	"Not Significant"	0.191010163213333	0.179535180292524
1014800	876180	626600	1259500	1456100	1382600	146	"P00927"	"ILV1"	-0.728744367717525	-3.393384111117	-2.26293368505264	0.0274441830967254	0.055716660079998	0.0334841186331874	0.054277984937152	4	3.47859151287114	0.254888530478237	0.0691792162542755	0.155560033177994	"ILV1"	"Not Significant"	"Not Significant"	1.25401492513216	1.5615496918951
459940	488820	179320	3222800	3094500	2155500	148	"P00950"	"GPM1"	-3.01951414665225	-5.99928755280411	-6.5191564474646	0.0038842272153817	0.000247288167541156	0.010504940122661	0.000879819184788441	4	3.47859151287114	0.254888530478237	0.379984637715334	0.321797443485077	"GPM1"	"Significant"	"Significant"	3.60679666364082	2.41069537312546
485120	1152600	669390	10827000	12276000	9773100	149	"P01097"	"INH1"	-3.92030738363199	-10.4116645325353	-9.96179957762266	0.000480643448796436	1.40039845488297e-05	0.00346332332504833	0.000152794698868766	4	3.47859151287114	0.254888530478237	0.212662623411738	0.232303578756338	"INH1"	"Significant"	"Significant"	4.85374837708165	3.31817697277549
953950	729770	0	5327600	7449400	7919300	150	"P01098"	"STF1"	-3.81891814219925	-4.65913426214134	-5.76784227292062	0.00959576018227521	0.000539011963042615	0.016023468700918	0.00166444886600267	4	3.47859151287114	0.254888530478237	1.00777018741716	0.657574868216119	"STF1"	"Significant"	"Significant"	3.26840159580447	2.01792061447828
1056000	1233900	342760	723440	1730800	849380	151	"P01120"	"RAS2"	-0.41725345627167	-0.597001837303919	-0.715259108706125	0.58265582764229	0.496167489624156	0.366465076494033	0.32096354378063	4	3.47859151287114	0.254888530478237	0.732722974866417	0.510463096125148	"RAS2"	"Not Significant"	"Not Significant"	0.30437169540316	0.234587905435455
442190	430930	487120	1192000	2011000	860000	155	"P02381"	"VAR1"	-1.49103100390804	-4.13084529847534	-3.86631001258085	0.0144839357423687	0.00542387595558693	0.021174044205926	0.00769868150469038	4	3.47859151287114	0.254888530478237	0.195427981156835	0.22308545674754	"VAR1"	"Not Significant"	"Not Significant"	2.26569025137184	1.83911341058774
4598600	3277100	2407300	9565700	15884000	11898000	158	"P02992"	"TUF1"	-1.87966324398292	-5.48093767976369	-4.98907459576808	0.00539528156230622	0.00130390595946563	0.011783027522847	0.00288378231096537	4	3.47859151287114	0.254888530478237	0.17641748607437	0.212917501966351	"TUF1"	"Significant"	"Significant"	2.88475372973745	2.26798588596436
1947000	2685200	2039700	3620800	5054600	3109900	159	"P02994"	"TEF1"	-0.805378067013852	-3.18941913828276	-2.39432902442045	0.0332346539229713	0.0456509089754306	0.039079795206402	0.0462810975110917	4	3.47859151287114	0.254888530478237	0.0956461875336474	0.169716159359679	"TEF1"	"Not Significant"	"Not Significant"	1.34055057061416	1.47840883923455
0	0	38141	81119	4005900	53331	160	"P03874"	"CBP2"	-1.72813079307419	-0.840764674470726	-1.13002682597335	0.447801888667637	0.293401426775293	0.304038250475223	0.217575690409779	4	3.47859151287114	0.254888530478237	6.33717301928482	3.50805965412556	"CBP2"	"Not Significant"	"Not Significant"	0.532537778566594	0.348914079054883
5085300	8295900	6895900	61235000	104260000	65920000	163	"P04037"	"COX4"	-3.49950021041545	-11.0635513882836	-9.61195543466479	0.000379561118714728	1.79816042923922e-05	0.00293293628226095	0.000175293711824813	4	3.47859151287114	0.254888530478237	0.150077018127377	0.198829037366213	"COX4"	"Significant"	"Significant"	4.74517156375677	3.42071828199946
1996200	1974100	1964200	4189300	5955100	5402800	167	"P04710"	"AAC1"	-1.37404967725639	-9.0741373816216	-4.54735893136455	0.000817636992409793	0.00223442855486793	0.0042799534253967	0.00425222214178655	4	3.47859151287114	0.254888530478237	0.0343942170511042	0.136954925976562	"AAC1"	"Not Significant"	"Not Significant"	2.65083352720755	3.0874394679481
82691	0	0	192510	92133	112860	168	"P04803"	"MSW1"	-0.50939797867416	-1.57009803048976	-1.38467197461491	0.191480202263168	0.206057434907152	0.158528741164646	0.165259532300256	4	3.47859151287114	0.254888530478237	0.15788910249831	0.203007409380509	"MSW1"	"Not Significant"	"Not Significant"	0.686011710763775	0.71787612243862
133270000	126230000	1.15e+08	305450000	530150000	275330000	169	"P04840"	"POR1"	-1.50881930850309	-5.03231726949682	-4.23183711306746	0.00732153582630828	0.00334094457719371	0.0144886707809101	0.00563696657922706	4	3.47859151287114	0.254888530478237	0.13484340088245	0.190681183739653	"POR1"	"Significant"	"Significant"	2.47613072879724	2.13539780815908
285140	153500	69156	2418000	4632600	2978600	172	"P05626"	"ATP4"	-4.47607320648921	-6.85493048043606	-8.07728682376901	0.00237085781033992	5.95879918043748e-05	0.00727351213851245	0.000336285912506464	4	3.47859151287114	0.254888530478237	0.639557374887543	0.460632536550646	"ATP4"	"Significant"	"Significant"	4.22484125063789	2.6250944915876
26326000	29302000	18363000	49273000	59070000	42686000	182	"P06168"	"ILV5"	-1.04423221883328	-4.26415193757385	-3.13265036043811	0.0130105237945877	0.0152011357065197	0.0195484006138356	0.0179899687033034	4	3.47859151287114	0.254888530478237	0.089953920293108	0.16667159288978	"ILV5"	"Not Significant"	"Not Significant"	1.81812396385464	1.88570521869438
123950000	123020000	100930000	74465000	104630000	67992000	185	"P06208"	"LEU4"	0.512879445374325	2.41152798715032	1.5962763365805	0.0734331884342389	0.15171727652823	0.0696911603088048	0.132076366236879	4	3.47859151287114	0.254888530478237	0.0678480287886705	0.15484803415341	"LEU4"	"Not Significant"	"Not Significant"	0.818964961905032	1.13410761452222
144540	0	0	233680	433190	283860	189	"P07143"	"CYT1"	-1.75635825116401	-3.89103912765514	-4.0505625652611	0.0176750423237866	0.00423792138366747	0.0240818628291298	0.00693586799588144	4	3.47859151287114	0.254888530478237	0.305623168342591	0.282024462572957	"CYT1"	"Significant"	"Significant"	2.37284710400939	1.75263953758962
23611	17775	0	69374	0	26751	190	"P07236"	"MST1"	-0.944411090583964	-0.951642436509581	-1.21337733035563	0.39516712532121	0.261913162637266	0.275210558364029	0.199655001819461	4	3.47859151287114	0.254888530478237	1.4772901958138	0.908702374024435	"MST1"	"Not Significant"	"Not Significant"	0.581842675239957	0.403219192337075
2161200	1509300	1691800	4320100	6589200	3709000	191	"P07246"	"ADH3"	-1.41930902769759	-4.87312573952535	-4.02391536670681	0.00820116783583198	0.00439050901778078	0.0149773692847326	0.00697971133199244	4	3.47859151287114	0.254888530478237	0.127241844036261	0.186615414492539	"ADH3"	"Not Significant"	"Not Significant"	2.35748512650087	2.08612430023279
80319000	62448000	45795000	180950000	307480000	191280000	193	"P07251"	"ATP1"	-1.84465574520653	-5.46673088140421	-4.93112490504438	0.00544600393355699	0.00139713872091371	0.011783027522847	0.00300866517944196	4	3.47859151287114	0.254888530478237	0.170791607878279	0.20990844434559	"ATP1"	"Significant"	"Significant"	2.85476047095356	2.26392204931235
831570	602530	2548000	1876700	1158300	1993600	195	"P07253"	"CBP6"	-0.587734368428515	-0.867659313531973	-1.0318185222207	0.434534083030761	0.334366881178645	0.297519684740452	0.242104664051392	4	3.47859151287114	0.254888530478237	0.68826386329046	0.486683692477047	"CBP6"	"Not Significant"	"Not Significant"	0.475776745687769	0.361976153641863
2211800	1724300	1738500	1770600	2483000	1594400	196	"P07255"	"COX9"	-0.0267537992164415	-0.118395794609881	-0.0820382035266506	0.911461519157506	0.93676918247074	0.504790208727385	0.517483917098811	4	3.47859151287114	0.254888530478237	0.0765930974086357	0.159525422190938	"COX9"	"Not Significant"	"Not Significant"	0.0283674049799402	0.040261662028566
15098000	13434000	12741000	37050000	46157000	40882000	197	"P07256"	"COR1"	-1.5859212924292	-13.5786795865435	-5.39743568936818	0.000170286104594863	0.000812190710462135	0.00184216342999331	0.00207694964304778	4	3.47859151287114	0.254888530478237	0.0204615928161769	0.129502921565866	"COR1"	"Significant"	"Significant"	3.09034198211772	3.76882078917178
72369000	67692000	59052000	44612000	67130000	60996000	198	"P07257"	"QCR2"	0.221079665174343	1.11750628172924	0.699211336401518	0.326364833930353	0.505579539811434	0.236426168151547	0.325764455821888	4	3.47859151287114	0.254888530478237	0.0587068677013236	0.149958792069997	"QCR2"	"Not Significant"	"Not Significant"	0.296210509739098	0.486296642972027
104440	87588	0	148480	494590	30800	200	"P07266"	"MRS1"	-0.868891547113809	-0.704776848229596	-0.919991556384371	0.519821447082976	0.386290140462116	0.340128260415472	0.266755388200444	4	3.47859151287114	0.254888530478237	2.27991756915944	1.33799570925435	"MRS1"	"Not Significant"	"Not Significant"	0.413086376498054	0.284145806101574
6202500	6557900	3634400	6540100	9876700	8412500	201	"P07275"	"PUT2"	-0.626025147049386	-1.94465515902738	-1.70718914404527	0.123714037357072	0.128799318963065	0.110303120012219	0.114562812424628	4	3.47859151287114	0.254888530478237	0.155449602790811	0.201702618389692	"PUT2"	"Not Significant"	"Not Significant"	0.890086433337736	0.907581019846713
4666800	4021400	3271400	10829000	14258000	10022000	203	"P07342"	"ILV2"	-1.55186224025951	-7.24374337395571	-4.8216931191059	0.00192770814571962	0.00159384504363422	0.00688434225980859	0.00330192289793401	4	3.47859151287114	0.254888530478237	0.0688448533354077	0.155381195802912	"ILV2"	"Significant"	"Significant"	2.79755390374658	2.71495871747572
596760	556520	180690	341210	499600	545650	205	"P07806"	"VAS1"	-0.210769406268568	-0.353678884090676	-0.40638804463516	0.741433907610247	0.695836668655715	0.430089035736572	0.409647622094408	4	3.47859151287114	0.254888530478237	0.532706676680243	0.403482364343271	"VAS1"	"Not Significant"	"Not Significant"	0.157492688874967	0.129927556489225
2273900	2213800	1188500	8518700	12389000	7343400	206	"P08067"	"RIP1"	-2.33907790122495	-6.1662429577816	-5.9221273288677	0.00351168261449339	0.000456760733624684	0.00999725124457915	0.00143758436639211	4	3.47859151287114	0.254888530478237	0.215843694440168	0.234005006637755	"RIP1"	"Significant"	"Significant"	3.34031123817532	2.45448474248202
6520000	5024200	4347300	6649100	8549700	5068100	207	"P08417"	"FUM1"	-0.33886411596549	-1.22336974287267	-0.977905815552278	0.288329699659843	0.358688636487771	0.212670329319911	0.255233517143537	4	3.47859151287114	0.254888530478237	0.115087180954394	0.180114370513364	"FUM1"	"Not Significant"	"Not Significant"	0.445282381865514	0.540110620414235
0	34716	0	60178	101000	104250	208	"P08425"	"MSF1"	-0.0835609937447222	-0.121431467500873	-0.144954588506457	0.909205098817758	0.888576598050309	0.504790208727385	0.501469814737572	4	3.47859151287114	0.254888530478237	0.710290431752234	0.498464824485054	"MSF1"	"Not Significant"	"Not Significant"	0.0513051287177548	0.0413381374189023
1625500	0	0	0	928300	664460	212	"P08525"	"QCR8"	-0.102025092227398	-0.0592152672977634	-0.079024987177985	0.955620962700359	0.939086036968919	0.52036683403748	0.517483917098811	4	3.47859151287114	0.254888530478237	4.45284792338412	2.50020939640917	"QCR8"	"Not Significant"	"Not Significant"	0.0272946168189557	0.0197143320435103
1503100	1375300	890260	1284100	1987900	2047700	215	"P09440"	"MIS1"	-0.502007040329929	-1.57282013717798	-1.37380387534442	0.190866521502364	0.209266445159822	0.158528741164646	0.16545396320846	4	3.47859151287114	0.254888530478237	0.152810343879943	0.200290984176845	"MIS1"	"Not Significant"	"Not Significant"	0.679300403052603	0.719270241338376
61929000	68467000	50695000	81260000	92831000	69290000	216	"P09457"	"ATP5"	-0.427310589308374	-2.42235571373853	-1.38142174170577	0.0725779508534303	0.207012573159952	0.0696911603088048	0.165259532300256	4	3.47859151287114	0.254888530478237	0.0466769783133669	0.143524484557812	"ATP5"	"Not Significant"	"Not Significant"	0.68400327633941	1.13919529771731
3565400	2449200	2143500	1962400	3600100	2747800	217	"P09624"	"LPD1"	-0.0175300581334269	-0.0522836290803059	-0.0469910513921152	0.960809593641518	0.963750791940454	0.521442406363179	0.52576469049083	4	3.47859151287114	0.254888530478237	0.16862677018765	0.208750559101073	"LPD1"	"Not Significant"	"Not Significant"	0.0160352520691549	0.0173626691722072
18401000	13385000	10868000	23903000	36976000	32140000	225	"P0CS90"	"SSC1"	-1.13588767035273	-3.93770763152224	-3.23162848081353	0.0169924939840439	0.0131723532867123	0.0235048133562238	0.0160881643716895	4	3.47859151287114	0.254888530478237	0.124817389515265	0.185318670571269	"SSC1"	"Not Significant"	"Not Significant"	1.88033662988754	1.76974287516159
1761100	1688500	2170600	3608700	550500	3059600	245	"P10174"	"COX7"	0.028892054984855	0.0330395629422657	0.0413569889848659	0.975225961555083	0.968093945621805	0.525217985187545	0.526379456737124	4	3.47859151287114	0.254888530478237	1.14704257251764	0.732066106231074	"COX7"	"Not Significant"	"Not Significant"	0.0140824959091394	0.0108947458535415
0	165380	72846	480200	743170	582030	246	"P10507"	"MAS1"	-2.2964274553812	-5.6000905878428	-5.58644300063154	0.00499185077411075	0.00065739592299806	0.0114088915066043	0.00188405493834643	4	3.47859151287114	0.254888530478237	0.252235735662367	0.253469656450258	"MAS1"	"Significant"	"Significant"	3.18217299362971	2.30173840588752
1259800	1001900	429280	2897500	4215300	2539900	248	"P10662"	"MRP1"	-1.94643052252052	-3.73840551726835	-4.11229504072952	0.0201489788602267	0.00390607821552739	0.0263676582308582	0.00652323137125768	4	3.47859151287114	0.254888530478237	0.406627038658539	0.336047399989508	"MRP1"	"Significant"	"Significant"	2.40825906462424	1.69574695878372
4079800	1405900	2331200	2720400	4303600	2586700	249	"P10663"	"MRP2"	-0.393136779536115	-0.783738369269801	-0.85059338927207	0.477001614266745	0.421391403153384	0.318532521872336	0.283752068288704	4	3.47859151287114	0.254888530478237	0.377429978780397	0.320431058421505	"MRP2"	"Not Significant"	"Not Significant"	0.375314328721111	0.321480151219942
298290	256990	122760	314930	329190	491120	251	"P10834"	"PET54"	-0.811919631215304	-1.82284464291404	-1.88690071455679	0.142405771376221	0.0984473184764502	0.124238114357976	0.0895115977444181	4	3.47859151287114	0.254888530478237	0.297589792797796	0.277727730745329	"PET54"	"Not Significant"	"Not Significant"	1.00679610874619	0.846472409392602
1071100	3423600	1712900	1406200	3111100	2337600	252	"P10849"	"MTF2"	-0.234402130137271	-0.396606251106183	-0.454598897491003	0.711906724609507	0.662301003108861	0.426279069591766	0.397855453006462	4	3.47859151287114	0.254888530478237	0.523956529674145	0.398802260079767	"MTF2"	"Not Significant"	"Not Significant"	0.178944587178216	0.147576904735412
3512400	3254800	2402400	8058300	16194000	12143000	254	"P11914"	"MAS2"	-1.95013785104374	-5.7918900504736	-5.2180195888832	0.00441712293113056	0.000997137313406647	0.0108601482899416	0.00243572407299667	4	3.47859151287114	0.254888530478237	0.170051812345976	0.209512757253425	"MAS2"	"Significant"	"Significant"	3.00124503191046	2.35486051390241
3209900	2699500	1765000	2854000	5056300	3194400	257	"P12686"	"MRP13"	-0.530574540887258	-1.47504856178391	-1.37803902020473	0.214224642696294	0.208010767619048	0.17381195173737	0.165259532300256	4	3.47859151287114	0.254888530478237	0.194075822776358	0.222362241217904	"MRP13"	"Not Significant"	"Not Significant"	0.681914183323298	0.669130572853142
7775300	5869600	4431200	10388000	9809000	7158300	258	"P12687"	"MRP7"	-0.6169037039993	-2.14483026975475	-1.75694904078577	0.0985517629452258	0.119607103798193	0.0908640174136822	0.107046188102688	4	3.47859151287114	0.254888530478237	0.124090962855546	0.184930133955266	"MRP7"	"Not Significant"	"Not Significant"	0.92224302562573	1.00633560242933
2464700	1368100	1943900	3600000	4090000	2627400	259	"P12695"	"LAT1"	-0.853731286704924	-2.74329938624208	-2.36021167410679	0.0517295943534463	0.0480731226521202	0.0543172590949482	0.048268372075788	4	3.47859151287114	0.254888530478237	0.145273781362344	0.196259977801044	"LAT1"	"Not Significant"	"Not Significant"	1.31809766679296	1.2862609271728
10441000	4040100	4824400	4981900	3199200	6071300	266	"P14063"	"MRPL31"	0.35750526964429	0.712913089422506	0.773642986176571	0.515281928271895	0.462892214726531	0.338522985936966	0.302535675758448	4	3.47859151287114	0.254888530478237	0.377209808601079	0.320313298183396	"MRPL31"	"Not Significant"	"Not Significant"	0.334520123450805	0.287955088645895
30152	0	17713	0	0	97918	270	"P14540"	"FBA1"	-1.09161431808498	-1.44037270749128	-1.75645891462217	0.223188866259595	0.119694549213138	0.179292185638128	0.107046188102688	4	3.47859151287114	0.254888530478237	0.861548912509818	0.579366946494129	"FBA1"	"Not Significant"	"Not Significant"	0.921925626540595	0.651327473903919
120070	105730	47522	360790	28582	135940	274	"P15179"	"MSD1"	-0.405460058962376	-0.354265332404463	-0.459195098306023	0.741026711967848	0.659144723364731	0.430089035736572	0.397855453006462	4	3.47859151287114	0.254888530478237	1.96485319211736	1.16948035365573	"MSD1"	"Not Significant"	"Not Significant"	0.181019220219082	0.130166136621016
398670	394120	113230	5688500	7264800	5631400	275	"P15202"	"CTA1"	-4.55838767267201	-7.41890351054817	-8.59979713414979	0.00176172516447201	3.88431334016787e-05	0.00677071945978262	0.000276397648168151	4	3.47859151287114	0.254888530478237	0.566284048722579	0.421441559993707	"CTA1"	"Significant"	"Significant"	4.41068574364123	2.75406184215724
13552000	16654000	16092000	5571800	9067400	4648500	276	"P15424"	"MSS116"	1.3169682593962	4.35861021014988	3.68290713589932	0.0120752762009178	0.00696831382427219	0.0192104246194837	0.00942519304242631	4	3.47859151287114	0.254888530478237	0.136944883662351	0.191805182972014	"MSS116"	"Not Significant"	"Not Significant"	2.15687229871787	1.91810292673275
298930	182900	246270	3883600	6127600	3746800	279	"P16387"	"PDA1"	-4.23101877832428	-13.751967904086	-11.7497323371645	0.000162007572288153	4.35565530662038e-06	0.00184216342999331	8.91069214931251e-05	4	3.47859151287114	0.254888530478237	0.141987942035144	0.194502513539735	"PDA1"	"Significant"	"Significant"	5.36094649630742	3.79046468591352
202110	224570	399220	44484	612530	449270	280	"P16451"	"PDX1"	0.188589418683195	0.153075040374733	0.199806635253978	0.885750739208581	0.846957029382793	0.49562559994049	0.486367380159381	4	3.47859151287114	0.254888530478237	2.27675939517314	1.33630652808655	"PDX1"	"Not Significant"	"Not Significant"	0.0721386231702817	0.0526884765515748
18371000	16157000	13427000	29970000	42187000	43580000	282	"P16547"	"OM45"	-1.26308575797801	-5.82110651925954	-3.91249872956174	0.00433685311019121	0.00509615177282211	0.0108268360653581	0.00738094268879125	4	3.47859151287114	0.254888530478237	0.0706229480683097	0.156332227680955	"OM45"	"Not Significant"	"Not Significant"	2.29275764638746	2.36282528721572
50433000	49390000	45929000	82917000	121790000	80594000	287	"P17505"	"MDH1"	-0.943557248510678	-4.80453713525523	-2.98875541557708	0.0086195739413517	0.0187596101024712	0.0152033109104366	0.0214701803911542	4	3.47859151287114	0.254888530478237	0.0578528369742364	0.14950200513325	"MDH1"	"Not Significant"	"Not Significant"	1.72677619218856	2.06451420047377
13101000	10836000	7876200	13589000	19141000	17915000	288	"P17558"	"PET123"	-0.686397551410146	-2.61717673529776	-2.0168208990723	0.0589738329072129	0.0809209882809363	0.0587099830994808	0.0752482550354051	4	3.47859151287114	0.254888530478237	0.103175506136818	0.173743291254883	"PET123"	"Not Significant"	"Not Significant"	1.09193882186841	1.22934064504979
25103000	23159000	17142000	36754000	40130000	30694000	289	"P18239"	"PET9"	-0.727856968182903	-3.59470669082014	-2.29063110766963	0.0228656855342094	0.0534235030656644	0.0287630357437254	0.0523556811173004	4	3.47859151287114	0.254888530478237	0.0614973535912132	0.151451311555832	"PET9"	"Not Significant"	"Not Significant"	1.27226763798803	1.6408157735415
779010	957910	282810	1193200	665060	1538900	290	"P18496"	"ATP10"	-0.844236988345183	-1.29632083230698	-1.52644225723602	0.264597354157481	0.168017201723151	0.203490081938005	0.143968772948849	4	3.47859151287114	0.254888530478237	0.636201970797122	0.458837864875026	"ATP10"	"Not Significant"	"Not Significant"	0.774646252613379	0.577414502856572
267910	281220	323560	756580	1133300	725390	291	"P18544"	"ARG8"	-1.55774216843503	-7.05373757816101	-4.8044529511551	0.00213016671624106	0.00162752124702258	0.00709541548360051	0.00332954280763232	4	3.47859151287114	0.254888530478237	0.0731549663927626	0.157686503185959	"ARG8"	"Significant"	"Significant"	2.78847333307963	2.67158640542974
1324400	1453300	977240	10064000	5785200	3457600	292	"P18900"	"COQ1"	-2.24727115097814	-4.70675697837904	-5.01292963895658	0.00926190440286265	0.00126753382724718	0.0157871723646157	0.00284174183785496	4	3.47859151287114	0.254888530478237	0.341946892977505	0.30145257257062	"COQ1"	"Significant"	"Significant"	2.89704044162717	2.03329970590782
2610300	2218900	1040200	196210000	302890000	236590000	294	"P19262"	"KGD2"	-7.0514096557377	-15.7593259888196	-16.3447358801442	9.47178635756102e-05	4.01376035733878e-07	0.00170777082155561	2.46011092706216e-05	4	3.47859151287114	0.254888530478237	0.300308671436206	0.279181950371434	"KGD2"	"Significant"	"Significant"	6.39644856074546	4.02356810631148
92320000	97650000	77570000	71302000	110420000	88134000	295	"P19414"	"ACO1"	0.00373041342053409	0.0179509391027139	0.0116725121845233	0.986537699415686	0.990992222010504	0.525217985187545	0.531721060837969	4	3.47859151287114	0.254888530478237	0.0647784931733096	0.153206262111133	"ACO1"	"Not Significant"	"Not Significant"	0.00392975414355881	0.00588631402520256
32722000	30328000	24614000	25422000	29891000	26534000	297	"P19882"	"HSP60"	0.0922531812369835	0.652873906090916	0.307992548246792	0.549459881303182	0.766490296892386	0.352416043893608	0.444841683979371	4	3.47859151287114	0.254888530478237	0.0299498974103579	0.134577836850569	"HSP60"	"Not Significant"	"Not Significant"	0.11549333856925	0.260064012002481
37334000	30511000	35828000	839430000	983180000	883490000	298	"P19955"	"YMR31"	-4.70831887247585	-42.2765294645862	-16.0858273882018	1.87126695649825e-06	4.50949616263529e-07	0.000242406277586666	2.46011092706216e-05	4	3.47859151287114	0.254888530478237	0.0186047714056835	0.128509781931325	"YMR31"	"Significant"	"Significant"	6.34587197830178	5.72786425126866
13209000	11181000	12255000	13275000	10375000	18292000	300	"P20084"	"MRPL33"	-0.159031687510859	-0.64428751727602	-0.475992396028716	0.554475266056466	0.647672558449681	0.354232713693555	0.394924609728653	4	3.47859151287114	0.254888530478237	0.091390101427967	0.16743974883593	"MRPL33"	"Not Significant"	"Not Significant"	0.188644503388208	0.256117822021176
2639400	2848400	1596900	103400000	140730000	1.15e+08	301	"P20967"	"KGD1"	-5.69624426195034	-19.469506761276	-16.1228589830628	4.10328561664501e-05	4.43452242940457e-07	0.00121631390542695	2.46011092706216e-05	4	3.47859151287114	0.254888530478237	0.128398091573947	0.187233845134564	"KGD1"	"Significant"	"Significant"	6.35315314413938	4.38686825212505
0	25558	0	18733	211400	0	302	"P21375"	"OSM1"	1.07756757752655	0.671586541282371	0.893021863812167	0.538639527120721	0.3996684441465	0.346846953463375	0.273645264641462	4	3.47859151287114	0.254888530478237	3.86168034624894	2.18401746314594	"OSM1"	"Not Significant"	"Not Significant"	0.398300140141331	0.268701779813228
0	0	87023	714650	727800	728000	303	"P21560"	"CBP3"	-3.45264013813786	-14.482370712596	-10.4367725565878	0.000132163924795107	1.00940731081363e-05	0.00178719477435622	0.000142888390344231	4	3.47859151287114	0.254888530478237	0.0852539615701582	0.164157772625705	"CBP3"	"Significant"	"Significant"	4.99593355413521	3.87888707284188
9919100	8038300	4797500	7307900	13941000	12972000	305	"P21771"	"MRPS28"	-0.59622186958927	-1.39057345846324	-1.41570817935457	0.236723954554281	0.197130375387472	0.183796029820482	0.16212440511454	4	3.47859151287114	0.254888530478237	0.27575233042344	0.266047744032979	"MRPS28"	"Not Significant"	"Not Significant"	0.705246451079461	0.625757792749597
1188700	944870	883020	13270000	30980000	14831000	306	"P21801"	"SDH2"	-4.195271747677	-10.3552430931854	-10.2713002050787	0.000490886025730246	1.12964497009631e-05	0.00346332332504833	0.000142888390344231	4	3.47859151287114	0.254888530478237	0.246201591905526	0.250242233882008	"SDH2"	"Significant"	"Significant"	4.94705802709615	3.30901933097739
14778000	20116000	15307000	21392000	30654000	22808000	308	"P21954"	"IDP1"	-0.572233535259503	-2.6880807155364	-1.78061652291189	0.0547670302440392	0.115455728784419	0.0555442892666611	0.104396234716404	4	3.47859151287114	0.254888530478237	0.0679756329147568	0.154916284505561	"IDP1"	"Not Significant"	"Not Significant"	0.937584513004625	1.26148080816003
3464100	3164800	2793500	1628100	2503200	1191900	312	"P22353"	"MRPL8"	0.88548088391331	2.74041210169844	2.4110278961659	0.0518835089405447	0.0445108257270601	0.0543172590949482	0.0458159240029027	4	3.47859151287114	0.254888530478237	0.156609421559486	0.202322959140583	"MRPL8"	"Not Significant"	"Not Significant"	1.35153434898013	1.28497065976639
6117900	5111600	6639100	9886300	10362000	9161400	313	"P22354"	"MRPL20"	-0.72547673242485	-5.90548574668696	-2.45802717042502	0.0041148686502917	0.0414549207580272	0.0105987740104023	0.0429404830255202	4	3.47859151287114	0.254888530478237	0.0226374229048686	0.130666686205208	"MRPL20"	"Not Significant"	"Not Significant"	1.38242391068145	2.38564402323761
