"iBAQ.Pet309_1"	"iBAQ.Pet309_2"	"iBAQ.Pet309_3"	"iBAQ.Kgd41_1"	"iBAQ.Kgd41_2"	"iBAQ.Kgd41_3"	"id"	"Uniprot"	"Symbol"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"gene"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
349780	809540	353520	213000	949100	275710	98	"P40047"	"ALD5"	0.281592292014235	0.362513264812184	0.444257343379798	0.735310748219135	0.669429254144617	0.430089035736572	0.398400538118211	4	3.47859151287114	0.254888530478237	0.905075855365314	0.60264777031267	"ALD5"	"Not Significant"	"Not Significant"	0.174295312838754	0.133529085791969
2504300	355750	632640	3093400	1070200	4378200	100	"P53921"	"YNL122C"	-1.56153731619465	-1.50867013247577	-1.93381425504247	0.205880280244129	0.0917309245180797	0.168874707026537	0.0843942862771767	4	3.47859151287114	0.254888530478237	1.60696866375417	0.97806220881	"YNL122C"	"Not Significant"	"Not Significant"	1.03748422939574	0.686385249260045
0	542620	225480	2902600	7680500	4897100	101	"P42844"	"ZIM17"	-4.24905039843965	-5.86083001172658	-7.08009636566508	0.00423056512770416	0.000144101490517089	0.0107265142991857	0.000606111071610227	4	3.47859151287114	0.254888530478237	0.788418439993184	0.540252376649917	"ZIM17"	"Significant"	"Significant"	3.84133152702779	2.37360161478805
543700	442070	168090	755930	533920	431310	104	"P53166"	"MRH4"	-0.702427281148507	-1.22636311529738	-1.39235173280443	0.287317172630297	0.203815963242157	0.212670329319911	0.164319869315013	4	3.47859151287114	0.254888530478237	0.492102804548535	0.381764974344458	"MRH4"	"Not Significant"	"Not Significant"	0.690761804252644	0.541638415930449
791400	673380	576510	1948800	11880000	13986000	105	"P48237"	"CCM1"	-3.34719039625096	-3.63596541766332	-4.58771557550637	0.0220431759824811	0.00212462846784436	0.0283130931171001	0.0041395357083186	4	3.47859151287114	0.254888530478237	1.27119625508337	0.798470953909709	"CCM1"	"Significant"	"Significant"	2.67271700371822	1.65672583212988
4551600	3094800	3864000	7037100	10576000	9553300	106	"P40496"	"RSM25"	-1.23579577020285	-5.16718623420882	-3.73230509358024	0.00666489514792829	0.00651042288611262	0.013544678149282	0.0088792416626437	4	3.47859151287114	0.254888530478237	0.0857978566666425	0.164448680396532	"RSM25"	"Not Significant"	"Not Significant"	2.18639080081118	2.17620667851334
887270	320140	675240	2400100	2166200	1562900	108	"Q3E785"	"SDH6"	-1.80159807290027	-3.77301822579502	-4.01858002304957	0.0195533785998188	0.00442177039257661	0.0257962693354841	0.00697971133199244	4	3.47859151287114	0.254888530478237	0.342002491657895	0.301482310084854	"SDH6"	"Significant"	"Significant"	2.35440381259989	1.70877819067304
6754000	7300600	6324500	9821800	16347000	12069000	109	"Q03429"	"MZM1"	-0.878489010448814	-3.9627815205172	-2.70689636605332	0.0166388546743393	0.028502240251534	0.0232758550607037	0.0308922806919785	4	3.47859151287114	0.254888530478237	0.0737163234386103	0.157986750656292	"MZM1"	"Not Significant"	"Not Significant"	1.54512100347771	1.7788765714187
149300	56710	93245	863910	1500900	1087500	111	"P25039"	"MEF1"	-3.6008643245789	-7.74828311510235	-8.16366428605145	0.0014947856457321	5.54325250488934e-05	0.00606399915629776	0.000336285912506464	4	3.47859151287114	0.254888530478237	0.323961807295401	0.291833068335819	"MEF1"	"Significant"	"Significant"	4.25623533808038	2.82542108128619
4879900	4363200	4794900	8080500	4065000	6611300	113	"P36517"	"MRPL4"	-0.362964994154537	-1.21595346556726	-1.01972063420982	0.29085287224193	0.339710256316481	0.213560676566719	0.243849424536808	4	3.47859151287114	0.254888530478237	0.133655499459287	0.190045822698143	"MRPL4"	"Not Significant"	"Not Significant"	0.468891340988637	0.53632664308218
339700	394170	325960	2229200	3967700	2102200	118	"P47127"	"AIM24"	-2.91157969651848	-9.57742935613131	-8.12320476321501	0.000664098524559806	5.73370992446272e-05	0.00414475984888625	0.000336285912506464	4	3.47859151287114	0.254888530478237	0.138627920609618	0.192705372235926	"AIM24"	"Significant"	"Significant"	4.24156428233335	3.17776748464031
91549	0	0	0	259830	271570	119	"Q08223"	"AIM39"	-0.884733077930765	-1.46449483612283	-1.68944557085805	0.216913868729936	0.132234695079165	0.175118273801325	0.116982692439407	4	3.47859151287114	0.254888530478237	0.547444502880319	0.411365039135556	"AIM39"	"Not Significant"	"Not Significant"	0.878654581881089	0.663712679796182
20818000	25964000	12507000	19133000	37766000	14508000	124	"P00044"	"CYC1"	-0.210973275592655	-0.409435563258468	-0.44872610819589	0.703196171400662	0.666344527665739	0.424523037709395	0.398012026997758	4	3.47859151287114	0.254888530478237	0.398267644788791	0.331576293976906	"CYC1"	"Not Significant"	"Not Significant"	0.176301164559591	0.152923502473665
1596200	599620	67754	9912800	7725600	4925700	127	"P00128"	"QCR7"	-4.16868553282173	-3.022668244848	-3.98128020631242	0.0390606980863918	0.00464717736573405	0.0449532497187448	0.00704228206256421	4	3.47859151287114	0.254888530478237	2.85304460995619	1.6445384799407	"QCR7"	"Significant"	"Significant"	2.33281075177557	1.40825999933903
19846000	18928000	15163000	16995000	24042000	15201000	128	"P00175"	"CYB2"	-0.0416360185702493	-0.17920921268082	-0.126747215212272	0.866484866329386	0.902481482311972	0.488212279927929	0.505828588366967	4	3.47859151287114	0.254888530478237	0.0809671742116802	0.161864941227653	"CYB2"	"Not Significant"	"Not Significant"	0.0445617004607914	0.0622390180937855
1834600	1675700	1499100	7013400	9953600	6820700	132	"P00359"	"TDH3"	-2.23030872568897	-11.458935825553	-7.07762850076858	0.000331009070999956	0.000144433821171935	0.00274172885723813	0.000606111071610227	4	3.47859151287114	0.254888530478237	0.0568241112074898	0.148951780794896	"TDH3"	"Significant"	"Significant"	3.84033109881299	3.48016010461931
2328000	2316400	1453800	6339300	16675000	6179400	135	"P00410"	"COX2"	-2.12686696427077	-4.07128800866002	-4.483758908138	0.015206841066374	0.00242027869859594	0.021837391907357	0.00445064848589374	4	3.47859151287114	0.254888530478237	0.409362690275382	0.337510590812077	"COX2"	"Significant"	"Significant"	2.6161346215017	1.81796099304276
