"iBAQ.Cbp1_1"	"iBAQ.Cbp1_2"	"iBAQ.Cbp1_3"	"iBAQ.Kgd41_1"	"iBAQ.Kgd41_2"	"iBAQ.Kgd41_3"	"id"	"Uniprot"	"Symbol"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"gene"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
27542	77495	0	148480	494590	30800	200	"P07266"	"MRS1"	-1.30105999594195	-1.03750809987636	-1.34152644536897	0.358098230594947	0.220184769978362	0.131601271245253	0.0904296031729113	4	3.26174390961326	0.248312115949008	2.35886406587039	1.41087139988486	"MRS1"	"Not Significant"	"Not Significant"	0.657212724161292	0.445997824882398
4447900	2905000	3286800	6540100	9876700	8412500	201	"P07275"	"PUT2"	-1.22584339860463	-4.87284627046205	-3.70930553210435	0.00820282186939112	0.00708134556793789	0.00728537496308991	0.00518719100620471	4	3.26174390961326	0.248312115949008	0.0949283262460446	0.163823435757513	"PUT2"	"Not Significant"	"Not Significant"	2.14988421163129	2.08603671938655
4243600	3026600	3050100	10829000	14258000	10022000	203	"P07342"	"ILV2"	-1.76792771345163	-7.9350198523426	-5.5437741939416	0.00136559021495768	0.000763035772838443	0.0028431417761681	0.000948067061015058	4	3.26174390961326	0.248312115949008	0.0744602056290083	0.152548942538362	"ILV2"	"Significant"	"Significant"	3.11745510086274	2.86467960378927
404490	271480	396010	341210	499600	545650	205	"P07806"	"VAS1"	-0.365640813397123	-1.30822300231777	-1.06720498759904	0.260908159037691	0.320068785097166	0.100759324591265	0.12566795934714	4	3.26174390961326	0.248312115949008	0.117175557860889	0.176077920020111	"VAS1"	"Not Significant"	"Not Significant"	0.494756678624014	0.583512339567308
562210	485780	638380	8518700	12389000	7343400	206	"P08067"	"RIP1"	-4.03934197666878	-16.0468235549682	-12.2203109551474	8.81929655184309e-05	4.18708804237645e-06	0.000730719759299312	3.73629069176291e-05	4	3.26174390961326	0.248312115949008	0.0950461106490294	0.163888315160836	"RIP1"	"Significant"	"Significant"	5.3780879070533	4.0545660538519
3368900	2617100	3080800	6649100	8549700	5068100	207	"P08417"	"FUM1"	-1.13564206001572	-4.68219780667682	-3.47565572836516	0.00943228153428959	0.00974412988748618	0.00807539924362476	0.00668849300322957	4	3.26174390961326	0.248312115949008	0.0882418658017796	0.160140320226317	"FUM1"	"Not Significant"	"Not Significant"	2.01125693560585	2.02538324491851
456730	0	0	60178	101000	104250	208	"P08425"	"MSF1"	0.988292135755461	1.2771503939071	1.55449174746949	0.270645687846792	0.162480502985434	0.104078819138209	0.0693417294174197	4	3.26174390961326	0.248312115949008	0.898209935689977	0.606296549346952	"MSF1"	"Not Significant"	"Not Significant"	0.789198745170333	0.56759888806031
6829.6	0	0	0	65656	35433	211	"P08468"	"PET111"	-0.844836281248446	-0.684408868420636	-0.88384072732787	0.531312670279793	0.405092315396516	0.177376922618672	0.153523721988915	4	3.26174390961326	0.248312115949008	2.28562572131193	1.370529385366	"PET111"	"Not Significant"	"Not Significant"	0.392445995307015	0.274649827291869
1500400	1303900	1884300	1284100	1987900	2047700	215	"P09440"	"MIS1"	-0.167932679167558	-0.628810851249195	-0.498154336532028	0.563594830363167	0.633106932000479	0.184770143090449	0.222737897355395	4	3.26174390961326	0.248312115949008	0.106984691134116	0.170464465812076	"MIS1"	"Not Significant"	"Not Significant"	0.198522931284918	0.249032999159287
47775000	36071000	40203000	81260000	92831000	69290000	216	"P09457"	"ATP5"	-0.971800242129382	-5.72522057697852	-3.23526829738286	0.00460722102130569	0.0136407714080669	0.00518398359376839	0.00869439687040141	4	3.26174390961326	0.248312115949008	0.0432176171502672	0.135339529004854	"ATP5"	"Not Significant"	"Not Significant"	1.86516106891754	2.33656095292401
122320	62985	97979	1962400	3600100	2747800	217	"P09624"	"LPD1"	-4.88347747571108	-12.8991681546072	-12.4723770093112	0.000208305608485599	3.63192622732156e-06	0.0012656665265639	3.56498961112608e-05	4	3.26174390961326	0.248312115949008	0.214993944782986	0.229959405316007	"LPD1"	"Significant"	"Significant"	5.43986298156961	3.68129903681386
4587000	2545000	4901100	23903000	36976000	32140000	225	"P0CS90"	"SSC1"	-2.98520430998192	-8.45319285603253	-7.89275467820673	0.0010729967836784	8.16844773740727e-05	0.00272453680228451	0.000258642024522571	4	3.26174390961326	0.248312115949008	0.187067276892896	0.214576506531532	"SSC1"	"Significant"	"Significant"	4.08786046527031	2.96940157983537
2620900	1705300	1702900	3608700	550500	3059600	245	"P10174"	"COX7"	0.108148284904489	0.121293222265666	0.151102527547364	0.909307834397093	0.884007108382258	0.275330312385933	0.288277343801648	4	3.26174390961326	0.248312115949008	1.19249746560229	0.768399500690487	"COX7"	"Not Significant"	"Not Significant"	0.0535442427711148	0.0412890671104839
418140	471400	799550	2897500	4215300	2539900	248	"P10662"	"MRP1"	-2.54029129272847	-7.0330474602405	-6.64329110398474	0.00215376477295597	0.000249071537968085	0.00377489186954422	0.000452742842078415	4	3.26174390961326	0.248312115949008	0.195691157476184	0.219326814826966	"MRP1"	"Significant"	"Significant"	3.60367589755235	2.6668017306507
6541900	4928700	5882200	2720400	4303600	2586700	249	"P10663"	"MRP2"	0.882265727347761	3.36408436169456	2.63342496836714	0.0281978472981712	0.0326579147439974	0.0163691410948923	0.0180090041767305	4	3.26174390961326	0.248312115949008	0.103170686541197	0.168363590517992	"MRP2"	"Not Significant"	"Not Significant"	1.48601154905701	1.54978404565976
531590	392200	261660	314930	329190	491120	251	"P10834"	"PET54"	0.0331898725158449	0.0923030767460267	0.0869884927797029	0.930895294680267	0.933030962028489	0.280457044690072	0.302255823746952	4	3.26174390961326	0.248312115949008	0.193941197251152	0.21836288095829	"PET54"	"Not Significant"	"Not Significant"	0.0301039442331253	0.0310991648831523
825650	519490	788230	1406200	3111100	2337600	252	"P10849"	"MTF2"	-1.63959865251428	-4.13267389726955	-4.0855050802179	0.0144624032484373	0.00430757799847418	0.0104040985362507	0.00352349089998832	4	3.26174390961326	0.248312115949008	0.236104405231423	0.241587719787681	"MTF2"	"Significant"	"Significant"	2.36576684992166	1.83975953340305
945840	214570	488440	8058300	16194000	12143000	254	"P11914"	"MAS2"	-4.6548247923546	-6.80025532276333	-8.07311670713078	0.00244285413145877	7.03719682359721e-05	0.00390600027519744	0.000245972315240152	4	3.26174390961326	0.248312115949008	0.702825481003113	0.498672564189222	"MAS2"	"Significant"	"Significant"	4.1526003020056	2.61210246499295
1499000	1177700	2292900	2854000	5056300	3194400	257	"P12686"	"MRP13"	-1.16982215785835	-3.09761940334403	-2.99152878619135	0.0363048332447275	0.0193330424236716	0.0200534958421711	0.0116421676705178	4	3.26174390961326	0.248312115949008	0.213931547807741	0.229374203200114	"MRP13"	"Not Significant"	"Not Significant"	1.71369979605731	1.44003555370257
11361000	13367000	13865000	10388000	9809000	7158300	258	"P12687"	"MRP7"	0.509809451431769	2.69859437413465	1.66268381719558	0.0541731560149493	0.138780352687752	0.0272781650470191	0.0610863778209608	4	3.26174390961326	0.248312115949008	0.0535342599094409	0.141022264660413	"MRP7"	"Not Significant"	"Not Significant"	0.857672013155365	1.26621586258612
698980	730080	763900	3600000	4090000	2627400	259	"P12695"	"LAT1"	-2.21094278781929	-11.4375608922823	-7.17555512358056	0.000333428883423183	0.000152061321967107	0.00146310863353641	0.000336361252642442	4	3.26174390961326	0.248312115949008	0.0560504920839229	0.14240828554234	"LAT1"	"Significant"	"Significant"	3.81798123823093	3.47699678192859
5829300	4531700	5892700	4981900	3199200	6071300	266	"P14063"	"MRPL31"	0.22863037197365	0.762153165091704	0.649465584972582	0.488432376221726	0.536032961626096	0.167984093514809	0.196326060555879	4	3.26174390961326	0.248312115949008	0.134981605638426	0.185886058670644	"MRPL31"	"Not Significant"	"Not Significant"	0.270808503941204	0.311195556134991
384440	0	0	0	0	97918	270	"P14540"	"FBA1"	0.81909505840517	0.985960246727859	1.21495091073262	0.379970975263166	0.262407203209201	0.137970517194325	0.10599630570395	4	3.26174390961326	0.248312115949008	1.03524004054815	0.681777098682641	"FBA1"	"Not Significant"	"Not Significant"	0.581024247531627	0.420249576447589
115130	0	0	120030	152410	143600	272	"P14832"	"CPR1"	-0.852250917014032	-2.05991367366444	-2.07530652403296	0.108463161249726	0.0751768499664456	0.0475256990326659	0.0365303644327752	4	3.26174390961326	0.248312115949008	0.256760476246701	0.252965742076753	"CPR1"	"Not Significant"	"Not Significant"	1.12391587589344	0.964717741839488
148140	109800	405140	360790	28582	135940	274	"P15179"	"MSD1"	0.744317223844482	0.616159105901894	0.79427626429049	0.571125276057412	0.452206471520708	0.186567833312301	0.168772729801661	4	3.26174390961326	0.248312115949008	2.18887849590017	1.31723792997128	"MSD1"	"Not Significant"	"Not Significant"	0.34466322676372	0.243268619016901
318920	187240	211310	5688500	7264800	5631400	275	"P15202"	"CTA1"	-4.72360166222674	-18.0471514251053	-14.1087123885012	5.54215962341846e-05	1.5315905958135e-06	0.00056123676259695	2.25370856267359e-05	4	3.26174390961326	0.248312115949008	0.102759141654749	0.168136898477308	"CTA1"	"Significant"	"Significant"	5.81485730894673	4.25632096996997
16580000	15077000	17066000	5571800	9067400	4648500	276	"P15424"	"MSS116"	1.39436832599169	4.76163560667159	3.99877847353143	0.00889450624961645	0.00482156771898465	0.00774508344171706	0.00381669833822886	4	3.26174390961326	0.248312115949008	0.128627539651925	0.18238603660124	"MSS116"	"Not Significant"	"Not Significant"	2.31681172918777	2.05087815539554
462640	277150	755710	3883600	6127600	3746800	279	"P16387"	"PDA1"	-3.2819234216304	-6.89249816185457	-7.3525044645567	0.00232290125185407	0.000129868596061227	0.00390586580570849	0.00031091490272786	4	3.26174390961326	0.248312115949008	0.340090756118986	0.298866716228139	"PDA1"	"Significant"	"Significant"	3.88649585436329	2.63396925196749
9642800	4264400	8988300	29970000	42187000	43580000	282	"P16547"	"OM45"	-2.40664163029844	-5.80828539746991	-5.85551820230499	0.00437185591573991	0.000547346847338306	0.00510835214639687	0.000794847755258379	4	3.26174390961326	0.248312115949008	0.257524298720019	0.253386479840478	"OM45"	"Significant"	"Significant"	3.26173737906413	2.35933415962952
33597000	23315000	30082000	82917000	121790000	80594000	287	"P17505"	"MDH1"	-1.70339093350658	-6.88270605591565	-5.18098261537223	0.002335285100821	0.00114125388148863	0.00390586580570849	0.00124468944959354	4	3.26174390961326	0.248312115949008	0.0918758726710985	0.16214204703715	"MDH1"	"Significant"	"Significant"	2.94261773238756	2.6316600914769
11700000	11959000	12602000	13589000	19141000	17915000	288	"P17558"	"PET123"	-0.467338512850884	-3.02172855588269	-1.5796077492365	0.0390967749731892	0.15666737652105	0.0210845249390386	0.0674473629218695	4	3.26174390961326	0.248312115949008	0.0358792623738007	0.131297329297563	"PET123"	"Not Significant"	"Not Significant"	0.805021429006436	1.40785906534361
28661000	22227000	34351000	36754000	40130000	30694000	289	"P18239"	"PET9"	-0.349594936274239	-1.62762209612975	-1.1068002255802	0.178934820923428	0.303691857236669	0.072480625918159	0.119915074799119	4	3.26174390961326	0.248312115949008	0.0692013189142111	0.149652180118616	"PET9"	"Not Significant"	"Not Significant"	0.51756685248276	0.747305136999018
2009900	2230800	1950900	1193200	665060	1538900	290	"P18496"	"ATP10"	0.946844317527529	2.6079274296555	2.46986390446018	0.0595495512746112	0.0416435488063518	0.0290232790162921	0.0218588533300521	4	3.26174390961326	0.248312115949008	0.197723099071794	0.220446073022188	"ATP10"	"Not Significant"	"Not Significant"	1.38045226760186	1.22512150672015
251580	68466	50451	756580	1133300	725390	291	"P18544"	"ARG8"	-3.16109192143356	-4.27309666430903	-5.15653874811776	0.0129182956719623	0.00117338308804595	0.00983531517911119	0.00126566765714878	4	3.26174390961326	0.248312115949008	0.820880755068549	0.563701171936819	"ARG8"	"Significant"	"Significant"	2.93056017555488	1.88879477961388
1302400	1140100	1182400	10064000	5785200	3457600	292	"P18900"	"COQ1"	-2.28040619491511	-5.08198776970884	-5.29801002683219	0.00707089969219562	0.00100033765507435	0.0067703144916616	0.00111579701437115	4	3.26174390961326	0.248312115949008	0.30202886612623	0.277901014068156	"COQ1"	"Significant"	"Significant"	2.99985338301602	2.15052532361515
3258600	2666800	3466000	196210000	302890000	236590000	294	"P19262"	"KGD2"	-6.2775055430802	-29.2898119891791	-19.8852253572357	8.08942289068227e-06	1.34167014684008e-07	0.000300784650765157	6.673723099683e-06	4	3.26174390961326	0.248312115949008	0.068902074984433	0.14948734702425	"KGD2"	"Significant"	"Significant"	6.87235424349293	5.09208246038183
43487000	29989000	44540000	71302000	110420000	88134000	295	"P19414"	"ACO1"	-1.19281722317905	-4.59736938515158	-3.57322119856502	0.0100508005581388	0.00852003854932103	0.00832755596938596	0.0059510762688804	4	3.26174390961326	0.248312115949008	0.100976488251034	0.167154956163779	"ACO1"	"Not Significant"	"Not Significant"	2.06955844024274	1.9977993447972
16300000	10264000	13245000	25422000	29891000	26534000	297	"P19882"	"HSP60"	-1.06190599735487	-5.17414489836446	-3.39982176289633	0.00663300715670748	0.0108258230503786	0.00671703400093828	0.00727828937550642	4	3.26174390961326	0.248312115949008	0.063180961804199	0.146335975534732	"HSP60"	"Not Significant"	"Not Significant"	1.96553907579218	2.17828953411774
17435000	12234000	18839000	839430000	983180000	883490000	298	"P19955"	"YMR31"	-5.82308625013915	-28.6640839992515	-18.6882760176173	8.81623843675742e-06	2.08968609581638e-07	0.000300784650765157	6.83724352297206e-06	4	3.26174390961326	0.248312115949008	0.0619044071823829	0.145632808561231	"YMR31"	"Significant"	"Significant"	6.67991894694804	5.05471667276092
15793000	15073000	16016000	13275000	10375000	18292000	300	"P20084"	"MRPL33"	0.199243230908	0.836065540922049	0.613016278547846	0.450153174779981	0.558568973940428	0.157191623814131	0.201571512705125	4	3.26174390961326	0.248312115949008	0.0851878705337108	0.158458082292244	"MRPL33"	"Not Significant"	"Not Significant"	0.252923191121021	0.346639682574748
7118000	5633100	7040900	103400000	140730000	1.15e+08	301	"P20967"	"KGD1"	-4.17773588486999	-24.4881283087078	-13.8958648689748	1.65012211315156e-05	1.70433407835446e-06	0.000300784650765157	2.25370856267359e-05	4	3.26174390961326	0.248312115949008	0.0436578189886178	0.135582006208033	"KGD1"	"Significant"	"Significant"	5.76844527214852	4.78248391572212
22367	38968	44777	18733	211400	0	302	"P21375"	"OSM1"	-1.58288079914448	-1.25525348334876	-1.62378602481291	0.277716975257143	0.146905190084669	0.106349403824424	0.0638043003104507	4	3.26174390961326	0.248312115949008	2.38520005451598	1.42537810184152	"OSM1"	"Not Significant"	"Not Significant"	0.832962860538437	0.556397573489968
20302	34649	0	714650	727800	728000	303	"P21560"	"CBP3"	-3.65470135889141	-3.21445486294655	-4.12125558500617	0.032451102656983	0.00411334658309563	0.0182567737683462	0.0033928885387689	4	3.26174390961326	0.248312115949008	1.93901149999255	1.17960322457946	"CBP3"	"Significant"	"Significant"	2.38580469608661	1.48877054170777
9871600	9354900	13575000	7307900	13941000	12972000	305	"P21771"	"MRPS28"	-0.0253871999880982	-0.0748588123464873	-0.0684123906726002	0.943921340862321	0.947303180536532	0.281958655331824	0.304866992336421	4	3.26174390961326	0.248312115949008	0.172518233345106	0.206562429621698	"MRPS28"	"Not Significant"	"Not Significant"	0.0235110045641793	0.0250641949527495
2622300	1090000	1615800	13270000	30980000	14831000	306	"P21801"	"SDH2"	-3.45549872044541	-6.51359668031242	-7.21494587030269	0.00286768204278672	0.000146775252071221	0.00421549809649623	0.000335288680188	4	3.26174390961326	0.248312115949008	0.422154093295954	0.344069817961501	"SDH2"	"Significant"	"Significant"	3.83334716509408	2.54246900318492
17742000	14884000	18035000	21392000	30654000	22808000	308	"P21954"	"IDP1"	-0.550318762836657	-3.01078272775728	-1.80690966811267	0.0395198986559443	0.112194784581333	0.0211873426905852	0.051221873504355	4	3.26174390961326	0.248312115949008	0.0501142306464415	0.139138403535279	"IDP1"	"Not Significant"	"Not Significant"	0.95002733096036	1.40318417777926
1489600	1364300	1528000	1628100	2503200	1191900	312	"P22353"	"MRPL8"	-0.215165212772108	-0.684667433697906	-0.599635591548405	0.531165657676364	0.566981228273893	0.177376922618672	0.203857776756097	4	3.26174390961326	0.248312115949008	0.14814125909685	0.19313481523503	"MRPL8"	"Not Significant"	"Not Significant"	0.246431319576263	0.274770011885129
9652400	8266200	9627800	9886300	10362000	9161400	313	"P22354"	"MRPL20"	-0.0963037348415604	-1.06689410017147	-0.342972051310824	0.346133085797765	0.74133459468039	0.128238254271836	0.251789534272277	4	3.26174390961326	0.248312115949008	0.0122217921167857	0.118266040642122	"MRPL20"	"Not Significant"	"Not Significant"	0.129985732876728	0.460756885847064
1345400	939850	1360800	5187000	7088100	5306100	314	"P23180"	"AIM17"	-2.27498618568542	-9.99920451660561	-7.0931031918404	0.000562176740650975	0.000163831290397447	0.00191169678596099	0.000342152914850649	4	3.26174390961326	0.248312115949008	0.0776457848710569	0.154303661119297	"AIM17"	"Significant"	"Significant"	3.78560314806309	3.25012712673978
8834400	7327500	12036000	15470000	23907000	19611000	316	"P23369"	"MRPL25"	-1.07287212077318	-3.87821030956724	-3.14314241931023	0.0178684033836657	0.0155493194764466	0.0121641481624599	0.00972149337228204	4	3.26174390961326	0.248312115949008	0.114795394821164	0.174766850354559	"MRPL25"	"Not Significant"	"Not Significant"	1.80828861333112	1.74791425178322
6335200	4828000	8310100	29244000	57286000	18075000	319	"P23641"	"MIR1"	-2.29880717144162	-4.31321093426067	-4.78479211368512	0.012514267934522	0.0018083459128243	0.00966569377889334	0.00178290763426519	4	3.26174390961326	0.248312115949008	0.426083729675945	0.346234386929453	"MIR1"	"Significant"	"Significant"	2.74271849108324	1.9025945508737
164390	0	0	492170	664900	591140	320	"P23644"	"TOM40"	-2.69131452668439	-3.48648942849867	-4.24168113147645	0.0252030069475496	0.00352622302177497	0.0152400610597351	0.00300976914951225	4	3.26174390961326	0.248312115949008	0.893806409691539	0.603870946872809	"TOM40"	"Significant"	"Significant"	2.4526902234992	1.5985476408525
39497	68962	101420	20606	0	33866	323	"P24720"	"MNE1"	1.16773701654033	2.50823250261929	2.65293754667615	0.0661820835580498	0.0317285487870234	0.0316866438271027	0.0175953614392207	4	3.26174390961326	0.248312115949008	0.325121560700245	0.290621206276225	"MNE1"	"Not Significant"	"Not Significant"	1.49854979137898	1.17925956441219
1104700	1098700	1088200	1584100	869360	501790	324	"P25038"	"IFM1"	0.311517073564239	0.650395514223682	0.695320842202482	0.550904287415827	0.508487353363718	0.182579935227748	0.187637556851331	4	3.26174390961326	0.248312115949008	0.344112059821575	0.301081778479103	"IFM1"	"Not Significant"	"Not Significant"	0.29371984398539	0.258923847714191
1420200	1652300	2140800	640460	826550	1061700	326	"P25270"	"MRM1"	1.05332974827186	3.86708908213224	3.10308535577466	0.0180380832514297	0.016465881395411	0.0121641481624599	0.0101650403917071	4	3.26174390961326	0.248312115949008	0.111288837377612	0.172835326749653	"MRM1"	"Not Significant"	"Not Significant"	1.78341501715868	1.74380961299992
1959700	3361400	3397800	6126200	6219100	10123000	329	"P25348"	"MRPL32"	-1.36898909894084	-3.86687597610598	-3.61519827043695	0.0180413534967899	0.00804525080801982	0.0121641481624599	0.00572764458448969	4	3.26174390961326	0.248312115949008	0.188005585895501	0.215093357037022	"MRPL32"	"Not Significant"	"Not Significant"	2.09446041236779	1.74373088397052
116150	225250	134480	1331200	1436900	993240	330	"P25374"	"NFS1"	-3.02559255457582	-9.10878866878057	-8.23065651456773	0.000805739445565087	6.19180875910284e-05	0.00236887705706094	0.000233757436758711	4	3.26174390961326	0.248312115949008	0.165497292117287	0.202695071413968	"NFS1"	"Significant"	"Significant"	4.20818246578591	3.09380537463085
211120	81148	293620	1734600	3877400	4194800	335	"P25605"	"ILV6"	-4.1511459868677	-6.02162912902681	-7.16001941137976	0.00383165250193497	0.000154204562947779	0.00485023977948883	0.000336361252642442	4	3.26174390961326	0.248312115949008	0.712851823660954	0.504195393296191	"ILV6"	"Significant"	"Significant"	3.81190277522331	2.41661388459749
9412100	8592900	9899500	21658000	24638000	19978000	337	"P25626"	"IMG1"	-1.24498806853823	-11.6970421520548	-4.38538930567111	0.00030547571451105	0.00294255990417594	0.00146310863353641	0.00260209761286611	4	3.26174390961326	0.248312115949008	0.0169929792791111	0.12089416260385	"IMG1"	"Not Significant"	"Not Significant"	2.53127468709515	3.51502331070155
6656800	4687500	8821100	2940000	6842100	6240000	338	"P25642"	"IMG2"	0.37760157098325	0.807653973350918	0.855629044805958	0.464579219272202	0.419536439515707	0.160995457125223	0.158386291540241	4	3.26174390961326	0.248312115949008	0.327874903712989	0.292137835365334	"IMG2"	"Not Significant"	"Not Significant"	0.377230311847674	0.332940220186351
1852000	68043	645650	3123900	3987900	4161900	339	"P25719"	"CPR3"	-3.10524031154966	-2.19977647555209	-2.86837345566544	0.0926757624168024	0.0231195177896311	0.0416082758327351	0.0133490727664111	4	3.26174390961326	0.248312115949008	2.98899083357106	1.75796530765348	"CPR3"	"Not Significant"	"Significant"	1.63602122836078	1.0330338324681
1611200	1163300	1514800	1554000	2060100	1124600	345	"P27929"	"NAM9"	-0.114208904412826	-0.393070927461487	-0.328519639193391	0.714316508776901	0.751789900881717	0.224492729142889	0.253929343817699	4	3.26174390961326	0.248312115949008	0.126633713606072	0.181287773665687	"NAM9"	"Not Significant"	"Not Significant"	0.123903512648279	0.146109312653198
249300	193290	189140	519200	1416900	764760	346	"P28239"	"PPA2"	-1.98261970029138	-4.49876300756734	-4.65580534635377	0.0108328081200522	0.00211085588821517	0.00881520909559481	0.0020116045521927	4	3.26174390961326	0.248312115949008	0.29132909704662	0.272007240223861	"PPA2"	"Significant"	"Significant"	2.67554141571619	1.9652589493801
59704000	43025000	48758000	47523000	89489000	58452000	347	"P28241"	"IDH2"	-0.329648975205912	-1.0915099378441	-0.933891195962084	0.336387137840987	0.38036550788628	0.125649031543178	0.145841933192519	4	3.26174390961326	0.248312115949008	0.136816769168532	0.186896925235452	"IDH2"	"Not Significant"	"Not Significant"	0.419798872422924	0.473160618318467
2456200	2236200	1207100	1070300	2213100	5161200	350	"P28778"	"MRP17"	-0.294255983284551	-0.402879528551436	-0.484933828381662	0.707640679414186	0.642010437638895	0.223164206125992	0.22506362397213	4	3.26174390961326	0.248312115949008	0.800186948244456	0.552302363561493	"MRP17"	"Not Significant"	"Not Significant"	0.192457911226898	0.1501872092031
71430	30317	28078	0	87164	0	351	"P28817"	"EHD3"	-1.64139993051938	-3.27456379019512	-3.55854113413143	0.0306571378347295	0.00869312970204162	0.0175729256823731	0.00600909493313155	4	3.26174390961326	0.248312115949008	0.376888746619514	0.319136222263357	"EHD3"	"Significant"	"Significant"	2.06082384062551	1.51346839353272
39252000	32763000	40372000	49958000	68983000	48316000	352	"P28834"	"IDH1"	-0.560422974938458	-2.96433790672497	-1.82747394933969	0.041375935719427	0.108824090675381	0.0219244633477464	0.0499151664567289	4	3.26174390961326	0.248312115949008	0.0536127033098828	0.141065473785614	"IDH1"	"Not Significant"	"Not Significant"	0.963274953082251	1.38325217150774
348980	207390	0	7006200	8553000	6897000	358	"P30902"	"ATP7"	-5.20531336795136	-10.8904653792427	-11.6337271744941	0.000403589342978397	5.89269084698176e-06	0.00159926872411157	4.13149157464342e-05	4	3.26174390961326	0.248312115949008	0.342682669383921	0.300294424666881	"ATP7"	"Significant"	"Significant"	5.22968634305075	3.39406031009316
2430100	3471400	2839800	2367100	3476000	3007800	359	"P31334"	"MRPL9"	-0.0156449179958999	-0.0711856344442279	-0.0492373082954567	0.946667062684395	0.96205718378363	0.281958655331824	0.308603402848557	4	3.26174390961326	0.248312115949008	0.0724524575570556	0.151443010907094	"MRPL9"	"Not Significant"	"Not Significant"	0.0167991131351628	0.023802732994866
2425500	1835000	2953400	13474000	26446000	9828100	360	"P32191"	"GUT2"	-2.6858524844663	-5.76483067252304	-6.0991302613589	0.00449309705620025	0.00042575661028175	0.00511876749200856	0.000652984204146593	4	3.26174390961326	0.248312115949008	0.325598548651235	0.290883946442735	"GUT2"	"Significant"	"Significant"	3.37083860047258	2.34745420003218
3402400	2747100	2904900	5231800	6724000	5130300	361	"P32316"	"ACH1"	-0.910906539399675	-5.83990065927919	-3.07490499625736	0.00428616238353352	0.0171448996009498	0.00507326426903361	0.0104527441506054	4	3.26174390961326	0.248312115949008	0.0364945472160209	0.131636247799718	"ACH1"	"Not Significant"	"Not Significant"	1.76586505373254	2.36793137950589
25952	0	0	59645	0	0	362	"P32317"	"AFG1"	-0.710399980301506	-0.90616340041303	-1.10555882427404	0.416098716624393	0.304194865701357	0.148137837712648	0.119915074799119	4	3.26174390961326	0.248312115949008	0.921900617957375	0.619346132236283	"AFG1"	"Not Significant"	"Not Significant"	0.516848120382911	0.380803623701895
239150	224000	332920	1173100	2589400	439810	365	"P32332"	"OAC1"	-2.07569679177435	-2.72901898927628	-3.31097816556124	0.0524960404368789	0.0122591262294014	0.0267290243604977	0.00807596631174446	4	3.26174390961326	0.248312115949008	0.867772677593435	0.589530737456369	"OAC1"	"Not Significant"	"Significant"	1.91154048310248	1.27987345242765
2424400	1497300	1540600	3189800	6963000	3728100	366	"P32335"	"MSS51"	-1.29604405469098	-3.15146399351877	-3.16658016546275	0.0344654806377483	0.0150382717585116	0.019153585359102	0.0095233003331343	4	3.26174390961326	0.248312115949008	0.253691600484499	0.251275307492224	"MSS51"	"Not Significant"	"Not Significant"	1.82280207124895	1.46261566068158
2839400	2114900	3183900	9133300	14781000	6925900	367	"P32340"	"NDI1"	-1.87061305841852	-5.12923392229478	-4.8687067616312	0.00684214130374712	0.00163733534112095	0.0067703144916616	0.0016917464773537	4	3.26174390961326	0.248312115949008	0.19950517753124	0.221427698638088	"NDI1"	"Significant"	"Significant"	2.78586236403125	2.16480796101854
5084400	3877500	4701700	3703900	5899900	5817500	368	"P32387"	"MRP20"	-0.151916050586234	-0.609377142150006	-0.461009057991636	0.575189717621871	0.658282524155893	0.187224497075224	0.228321674246463	4	3.26174390961326	0.248312115949008	0.0932236842208297	0.162884464597729	"MRP20"	"Not Significant"	"Not Significant"	0.181587674246225	0.240188886220439
1407700	1877200	2857300	676930	813420	404940	369	"P32388"	"MRP49"	1.69388126648138	4.00788711274923	4.07547454079721	0.0160246892143068	0.00436385312509268	0.0112345544484019	0.00354002235758411	4	3.26174390961326	0.248312115949008	0.267933012947394	0.259119931395329	"MRP49"	"Significant"	"Significant"	2.36012987495703	1.79521038451245
90162	135270	0	808860	838460	620310	370	"P32445"	"RIM1"	-3.25022501975141	-6.08411196324273	-6.75438520209832	0.00368918770321703	0.00022415023384053	0.00480303245296396	0.0004400382634216	4	3.26174390961326	0.248312115949008	0.428078801555354	0.347333336109838	"RIM1"	"Significant"	"Significant"	3.64946080372837	2.43306924762016
83599	0	0	401500	398960	337420	372	"P32453"	"ATP11"	-2.80866481769132	-6.46669747897163	-6.65222267029516	0.00294559853908292	0.000246957336922181	0.00426130477316789	0.000452742842078415	4	3.26174390961326	0.248312115949008	0.282960619963254	0.267397616316697	"ATP11"	"Significant"	"Significant"	3.60737806673878	2.53082644423536
1724100	723290	1730300	11138000	15316000	10581000	374	"P32473"	"PDB1"	-3.23609275639107	-7.18108522928067	-7.49912766843	0.00199173863486976	0.000114212043167804	0.00363054591493585	0.000297499924843524	4	3.26174390961326	0.248312115949008	0.304616216254489	0.279326208985775	"PDB1"	"Significant"	"Significant"	3.94228809919387	2.70076765229842
