"iBAQ.Cbp1_1"	"iBAQ.Cbp1_2"	"iBAQ.Cbp1_3"	"iBAQ.Kgd41_1"	"iBAQ.Kgd41_2"	"iBAQ.Kgd41_3"	"id"	"Uniprot"	"Symbol"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"gene"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
470050	0	87406	3222800	3094500	2155500	148	"P00950"	"GPM1"	-4.11707340636028	-5.14683895999167	-6.30182182428445	0.00675921549863228	0.000347315418987624	0.00676962311381993	0.000559322123260176	4	3.26174390961326	0.248312115949008	0.959814530468776	0.640230323683029	"GPM1"	"Significant"	"Significant"	3.45927593585826	2.17010370707405
315140	101740	345020	5327600	7449400	7919300	150	"P01098"	"STF1"	-4.93140243992163	-8.3025465916596	-9.5136880199758	0.00114928910146468	2.34254657641664e-05	0.00275648276873682	0.000114968665190413	4	3.26174390961326	0.248312115949008	0.529187415331135	0.403027183226606	"STF1"	"Significant"	"Significant"	4.63031176535816	2.93957071162685
405770	413570	607370	723440	1730800	849380	151	"P01120"	"RAS2"	-1.12776041137583	-2.6185153772927	-2.68415177221447	0.0588910407061913	0.0302984492447689	0.028856647551761	0.0169943125855503	4	3.26174390961326	0.248312115949008	0.278236878285541	0.264795628840129	"RAS2"	"Not Significant"	"Not Significant"	1.51857959927574	1.22995077088049
2543400	1919500	1399500	1192000	2011000	860000	155	"P02381"	"VAR1"	0.576231512317262	1.32421284913858	1.36327807016201	0.256030480031275	0.213554445427782	0.0997207194852876	0.0884466769232698	4	3.26174390961326	0.248312115949008	0.284033570641277	0.26798863174846	"VAR1"	"Not Significant"	"Not Significant"	0.670491383709595	0.591708329526357
2138700	1675800	2215400	9565700	15884000	11898000	158	"P02992"	"TUF1"	-2.6102895906554	-10.5748937391301	-7.9458877988933	0.000452470531411561	7.81525222662517e-05	0.00170685594966905	0.000255707222122328	4	3.26174390961326	0.248312115949008	0.0913937753594317	0.161876492471929	"TUF1"	"Significant"	"Significant"	4.1070570011555	3.34440970035291
3252800	1042500	2337600	3620800	5054600	3109900	159	"P02994"	"TEF1"	-0.948005340322173	-1.78975915719506	-1.98147317090186	0.147992129454026	0.0865107798523315	0.0621567753728495	0.0414226248969659	4	3.26174390961326	0.248312115949008	0.420846423192132	0.343349511588763	"TEF1"	"Not Significant"	"Not Significant"	1.06292977301277	0.829761380723803
0	24072	0	81119	4005900	53331	160	"P03874"	"CBP2"	-2.29902180686447	-1.1142727594332	-1.4780979224589	0.327596463591084	0.181393617493554	0.122869055972446	0.076416533194805	4	3.26174390961326	0.248312115949008	6.38549271107845	3.62886679896662	"CBP2"	"Not Significant"	"Not Significant"	0.741377998070274	0.484660795101997
5051200	4513600	6641200	61235000	104260000	65920000	163	"P04037"	"COX4"	-3.81354073068561	-13.076569641439	-10.9539461745116	0.000197438103016617	8.93407649597566e-06	0.0012656665265639	5.8462806235003e-05	4	3.26174390961326	0.248312115949008	0.12757347204036	0.181805422564345	"COX4"	"Significant"	"Significant"	5.04895033330162	3.70456903032399
1007600	581230	863860	4189300	5955100	5402800	167	"P04710"	"AAC1"	-2.68585622759619	-9.56918738470012	-7.82711221140243	0.000666309329025901	8.62981665231311e-05	0.00202425037956584	0.000264711519330848	4	3.26174390961326	0.248312115949008	0.118169844423242	0.176625604749691	"AAC1"	"Significant"	"Significant"	4.063998431137	3.17632410611336
207620	206470	0	192510	92133	112860	168	"P04803"	"MSW1"	0.485001856559985	1.23598459893448	1.21565305097522	0.284085438939168	0.262155254779171	0.108332973416712	0.10599630570395	4	3.26174390961326	0.248312115949008	0.230968068601827	0.23875846186092	"MSW1"	"Not Significant"	"Not Significant"	0.581441432633738	0.546551025870281
120220000	96656000	130600000	305450000	530150000	275330000	169	"P04840"	"POR1"	-1.62557854938744	-5.06981771260742	-4.49153550403977	0.0071313292098989	0.00257951382751111	0.0067703144916616	0.00232291122420493	4	3.26174390961326	0.248312115949008	0.154213534097175	0.196479617847684	"POR1"	"Significant"	"Significant"	2.58846213974428	2.14682951436659
315430	157480	16194	2418000	4632600	2978600	172	"P05626"	"ATP4"	-5.11334508635591	-3.86528536674893	-5.0180737031554	0.0180657848641086	0.00137536770597106	0.0121641481624599	0.00146741260589051	4	3.26174390961326	0.248312115949008	2.62505459490647	1.55749762760611	"ATP4"	"Significant"	"Significant"	2.86158117723351	1.74314316585644
17955000	15301000	16761000	49273000	59070000	42686000	182	"P06168"	"ILV5"	-1.58462202664138	-10.4822791407411	-5.37410197095096	0.000468195557743445	0.000919100690350441	0.00170685594966905	0.00105762929045401	4	3.26174390961326	0.248312115949008	0.0342792407794407	0.130415986405676	"ILV5"	"Significant"	"Significant"	3.03663690769098	3.32957271122176
49674000	77761000	86633000	74465000	104630000	67992000	185	"P06208"	"LEU4"	-0.220899262059215	-0.712354159253732	-0.619068663327294	0.515592846332632	0.554788282470545	0.174688450755623	0.200945941496868	4	3.26174390961326	0.248312115949008	0.144240712975305	0.190986270108628	"LEU4"	"Not Significant"	"Not Significant"	0.255872720115197	0.287693116958308
0	16978	0	69374	0	26751	190	"P07236"	"MST1"	0.0894450264174309	0.0747678473685421	0.0963014315181969	0.943989326522315	0.925885240244375	0.281958655331824	0.300934145776909	4	3.26174390961326	0.248312115949008	2.14671256446339	1.29401159097524	"MST1"	"Not Significant"	"Not Significant"	0.0334428390385726	0.0250329161454345
2460100	1630100	1913400	4320100	6589200	3709000	191	"P07246"	"ADH3"	-1.26079411936719	-4.17165694305674	-3.57077959166703	0.0140124093573485	0.00854856815827404	0.0103064311624277	0.0059510762688804	4	3.26174390961326	0.248312115949008	0.13701320776285	0.187005129874317	"ADH3"	"Not Significant"	"Not Significant"	2.06810662129934	1.85348718372655
64981000	45592000	59476000	180950000	307480000	191280000	193	"P07251"	"ATP1"	-1.97214924468955	-6.86564352043352	-5.69770822730739	0.00235705880358826	0.000646593324650655	0.00390586580570849	0.000859915223201636	4	3.26174390961326	0.248312115949008	0.123767983142256	0.179709237986387	"ATP1"	"Significant"	"Significant"	3.18936878330372	2.62762958261979
349070	479160	57526	1876700	1158300	1993600	195	"P07253"	"CBP6"	-2.93835245032029	-2.98567717558519	-3.76877848951098	0.0405107912999638	0.00653702088263316	0.0215915691851854	0.00489812457962294	4	3.26174390961326	0.248312115949008	1.45282511110546	0.911796265293295	"CBP6"	"Significant"	"Significant"	2.18462012767017	1.39242927363074
2014800	1737100	0	1770600	2483000	1594400	196	"P07255"	"COX9"	-1.71280493661019	-1.01219106285888	-1.3327547206062	0.36869888866786	0.222908975497188	0.13495285343237	0.0911669790968694	4	3.26174390961326	0.248312115949008	4.2951869780955	2.47745977663098	"COX9"	"Not Significant"	"Not Significant"	0.651872444169279	0.433328171442278
12298000	8420600	9893300	37050000	46157000	40882000	197	"P07256"	"COR1"	-2.03084879844925	-11.0999426051552	-6.66677706720134	0.000374737518151312	0.000243555012701984	0.00155243735968218	0.000452742842078415	4	3.26174390961326	0.248312115949008	0.0502117055523452	0.139192095820282	"COR1"	"Significant"	"Significant"	3.61340292761384	3.42627282382534
35263000	27399000	34636000	44612000	67130000	60996000	198	"P07257"	"QCR2"	-0.81618444075366	-3.82903960814874	-2.58899683847246	0.0186334134532906	0.0348805807476926	0.01221763680057	0.0189158726915726	4	3.26174390961326	0.248312115949008	0.0681535000768557	0.149075008105723	"QCR2"	"Not Significant"	"Not Significant"	1.45741629285017	1.72970757944967
