"id"	"Uniprot"	"Symbol"	"iBAQ.Cbp1_1"	"iBAQ.Cbp1_2"	"iBAQ.Cbp1_3"	"iBAQ.Kgd4_1"	"iBAQ.Kgd4_2"	"iBAQ.Kgd4_3"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
83	"P33893"	"PET112"	16.4006626689403	16.0500053228718	16.8023396524289	14.9523019386697	15.9968265280207	15.281060671677	1.00760616862454	2.67090835050204	2.55763553117298	0.0557532534106437	0.0366571227535359	0.0224812491452438	0.0150364886971999	4	3.23456502469871	0.256708423412978	0.213478883353412	0.232806756948177	"Not Significant"	"Not Significant"	1.43584162615234	1.25372978483471
85	"P38325"	"OM14"	22.4011420146285	22.6359979214007	22.7909418393632	23.2256158018754	23.1248041296928	23.13131942604	-0.551219194071947	-4.67532349908009	-1.89960959052928	0.00948065166801028	0.0979052318210856	0.00662629097365541	0.0342830990006831	4	3.23456502469871	0.256708423412978	0.0208505055710749	0.12630228729467	"Not Significant"	"Not Significant"	1.00919409991987	2.02316180969844
86	"Q04689"	"AIM32"	19.5355449757233	19.3953165634297	19.5243389289193	20.9241194919829	21.198504992627	21.0311330964874	-1.56618570434164	-17.0891075131143	-5.49758708504457	6.87739691564372e-05	0.000812692841435034	0.000463168247077427	0.000780572120798793	4	3.23456502469871	0.256708423412978	0.012599085002164	0.121740066599581	"Significant"	"Significant"	3.09007356569193	4.16257591046974
87	"Q04728"	"ARG7"	21.0409291287284	20.7141448797364	20.9669109501164	20.2506083848867	21.0159050150475	20.7307387865238	0.24157759070773	0.989134196791921	0.730058279173884	0.378591308397144	0.488315473118626	0.107689297730989	0.135290020542581	4	3.23456502469871	0.256708423412978	0.0894734362576436	0.164243991019657	"Not Significant"	"Not Significant"	0.311299514127569	0.421829360679904
88	"Q03153"	"ATP25"	17.8768766162492	17.9351420237713	18.097795535955	15.7319818819629	14.8798703816748	17.8697263669295	1.80941184846945	2.02905621186702	2.51843732696761	0.112333296265859	0.038853278840852	0.0383434913111771	0.0156313954271391	4	3.23456502469871	0.256708423412978	1.19282837469291	0.774290308755926	"Not Significant"	"Significant"	1.41057232506378	0.94949149715576
90	"P32843"	"YME2"	14.2278415348834	13.5368542828298	13.7472489176472	15.4019794452621	16.0151318869856	16.2563929949064	-2.05385319726456	-6.29372475576189	-5.58169106712806	0.00325646448721439	0.00074194832422537	0.00341405031952621	0.000758350299157785	4	3.23456502469871	0.256708423412978	0.159740325117065	0.203094641263055	"Significant"	"Significant"	3.1296263417362	2.48725365358415
92	"P32875"	"LIP5"	20.0127718297416	18.9410590722716	19.4785839945053	20.8878483016598	21.6192563800564	20.7190846174592	-1.59792480088565	-3.85256175312635	-3.85704875271336	0.0182626510466551	0.00585284209893376	0.00992776901093511	0.00350966383726041	4	3.23456502469871	0.256708423412978	0.258050506690559	0.257450462926341	"Significant"	"Significant"	2.23263319235375	1.73843617908187
93	"Q08622"	"GEP3"	15.705443399211	17.3949532745857	16.1918881557505	17.5629429678458	17.7234743033961	17.8883389561051	-1.29415713259994	-2.53338067785256	-2.75414401526225	0.0644325725430994	0.0274303195279994	0.0248870535287964	0.012204215538873	4	3.23456502469871	0.256708423412978	0.391439251074448	0.33120126559575	"Not Significant"	"Not Significant"	1.56176913339297	1.19089452861068
94	"Q12032"	"AIM41"	19.2129522850369	14.8604916110053	19.0273444937701	21.8080953384603	21.7824879787304	22.1784934410445	-4.22276278947433	-2.95992497872327	-3.8518772950239	0.041557530098768	0.00589306617456689	0.0176289009011905	0.00350966383726041	4	3.23456502469871	0.256708423412978	3.05297482793574	1.80276759627346	"Significant"	"Significant"	2.22965868208695	1.38135027190291
96	"P47025"	"MDV1"	17.2376207775028	17.3017026757167	14.8089201608035	16.274642305792	15.2911651648452	17.0203072070945	0.254042978763792	0.264301421391346	0.331486637074356	0.804606825372908	0.749673184126309	0.192338820437415	0.188242192537937	4	3.23456502469871	0.256708423412978	1.38581945633036	0.880995317822032	"Not Significant"	"Not Significant"	0.125128023626687	0.0944162876866835
97	"P40033"	"RSM18"	22.636020055245	22.8264057300821	22.6312978627108	22.9633342732525	23.1576146227574	22.8314595682134	-0.286228272061803	-2.50052825098699	-0.988992139514101	0.0667288655821745	0.354583823969716	0.0255145705840796	0.103549278955007	4	3.23456502469871	0.256708423412978	0.0196540829860952	0.125640783759408	"Not Significant"	"Not Significant"	0.450281080694865	1.17568625826911
98	"P40047"	"ALD5"	15.5169311219987	15.5257654788219	14.7732422526853	17.7004939048879	19.8562005763339	18.0727920692741	-3.27118256566333	-4.6042899437158	-5.48561255154377	0.00999853118705737	0.000823361266185338	0.0068296509951697	0.000780572120798793	4	3.23456502469871	0.256708423412978	0.757138788804264	0.533396994837976	"Significant"	"Significant"	3.08440956760043	2.00006379442081
100	"P53921"	"YNL122C"	15.486959747965	19.8840065129545	20.4819767625415	21.5607619661864	20.0294490033761	22.0619064289179	-2.59972479167312	-1.53891348589295	-2.02119245854639	0.198656981585474	0.0816683708118513	0.0617750977057996	0.0294930274272787	4	3.23456502469871	0.256708423412978	4.28072766650349	2.48159366771035	"Not Significant"	"Not Significant"	1.08794610799029	0.701896167528998
101	"P42844"	"ZIM17"	16.4795162115196	16.0316796672464	17.9998128707403	21.4689143408143	22.8727688026717	22.2234962258632	-5.3513902066143	-7.42613677835233	-8.87434980288966	0.00175525833607311	3.83209325250141e-05	0.00241669312468033	0.000115937514107986	4	3.23456502469871	0.256708423412978	0.778930321619646	0.54544556043438	"Significant"	"Significant"	4.41656393107731	2.75565895573698
